36,47,4240538.478,0.014135128,16.32277349,0.001567353
37,38,4045311.528,0.013484372,106.9290855,0.001559956
37,48,3842113.336,0.012807044,106.0207131,0.001946726
38,39,4045311.528,0.013484372,107.7525771,0.001826543
38,49,2562033.693,0.008540112,105.9183421,0.001520139
39,40,4045311.528,0.013484372,103.7617981,0.001752358
40,41,4045311.528,0.013484372,108.506492,0.001947227
40,51,2852416.93,0.009508056,102.2573519,0.001692864
41,42,4045311.528,0.013484372,107.9695828,0.001646026
41,52,4017682.496,0.013392275,109.9688101,0.001617018
42,43,4045311.528,0.013484372,102.8131082,0.001600474
42,53,4186120.787,0.013953736,107.1038098,0.001690153
43,44,4045311.528,0.013484372,106.6464207,0.001797395
43,54,3274432.16,0.010914774,104.1483553,0.001634193
45,46,4045311.528,0.013484372,104.982699,0.001811221
45,55,4045311.528,0.013484372,109.4912303,0.001902284
46,47,4045311.528,0.013484372,109.5318168,0.001551986
46,57,3820428.995,0.012734763,107.3292331,0.00186462
47,48,4045311.528,0.013484372,103.8468,0.001824295
47,58,4483456.437,0.014944855,12.90082729,0.001737327
48,49,4045311.528,0.013484372,105.8293359,0.001966456
48,59,4108645.97,0.013695487,105.6471264,0.001548222
49,50,4045311.528,0.013484372,103.5518262,0.001799553
49,60,2948825.145,0.009829417,108.8020082,0.001616782
50,51,4045311.528,0.013484372,106.2453013,0.001516164
51,52,4045311.528,0.013484372,106.2401555,0.00178993
51,62,3202383.36,0.010674611,102.9574141,0.001921099
52,53,4045311.528,0.013484372,100.7467993,0.001778448
52,63,4274762.747,0.014249209,102.9370599,0.001919941
53,54,4045311.528,0.013484372,102.3473981,0.001602476
53,64,4433447.238,0.014778157,103.4589738,0.001810627
54,55,4045311.528,0.013484372,108.4849036,0.00158701
54,65,3585189.579,0.011950632,101.6036438,0.00164477
56,57,4045311.528,0.013484372,14.07864376,0.001509251
56,66,4045311.528,0.013484372,105.0865927,0.001850748
57,58,4045311.528,0.013484372,18.53301,0.001976046
58,59,4045311.528,0.013484372,101.6139697,0.001874505
59,60,4045311.528,0.013484372,106.3545432,0.001878364
60,61,4045311.528,0.013484372,108.4394058,0.001771045
61,62,4045311.528,0.013484372,107.8226921,0.001641031
62,63,4045311.528,0.013484372,102.6456635,0.001622437
63,64,4045311.528,0.013484372,103.1469896,0.001643159
64,65,4045311.528,0.013484372,101.8319557,0.001981567
65,66,4045311.528,0.013484372,104.4747327,0.001615348
