1,2,4045311.528,0.013484372,17.72221302,0.001663339
1,11,4045311.528,0.013484372,18.17617715,0.001639908
2,3,4045311.528,0.013484372,15.83032554,0.001965882
2,13,3820428.995,0.012734763,104.1341655,0.001699846
3,4,4045311.528,0.013484372,104.1434815,0.001689712
3,14,4483456.437,0.014944855,22.33921784,0.001796423
4,5,4045311.528,0.013484372,100.577393,0.001534253
4,15,4108645.97,0.013695487,103.9654289,0.001602619
5,6,4045311.528,0.013484372,107.9132058,0.001861809
5,16,2948825.145,0.009829417,105.9418546,0.001787574
6,7,4045311.528,0.013484372,103.0956309,0.001600116
7,8,4045311.528,0.013484372,109.0180291,0.00192174
7,18,3202383.36,0.010674611,100.9312699,0.001711865
8,9,4045311.528,0.013484372,103.1902714,0.001772375
8,19,4274762.747,0.014249209,108.8696161,0.001763984
9,10,4045311.528,0.013484372,106.5743167,0.001592554
9,20,4433447.238,0.014778157,106.8451689,0.001540845
10,11,4045311.528,0.013484372,104.7394862,0.001732047
10,21,3585189.579,0.011950632,101.4124416,0.001515277
12,13,4045311.528,0.013484372,109.5092488,0.001717492
12,22,4045311.528,0.013484372,108.8262612,0.001778932
13,14,4045311.528,0.013484372,104.3743855,0.001819391
13,24,3530430.333,0.011768101,108.349568,0.001517109
14,15,4045311.528,0.013484372,103.251434,0.00185495
14,25,4240538.478,0.014135128,16.176393,0.001584662
15,16,4045311.528,0.013484372,107.9483947,0.001796691
15,26,3842113.336,0.012807044,100.9930872,0.001804032
16,17,4045311.528,0.013484372,109.5178156,0.00188618
16,27,2562033.693,0.008540112,100.0147392,0.001528137
17,18,4045311.528,0.013484372,102.9539585,0.001927363
18,19,4045311.528,0.013484372,100.4845455,0.001692142
18,29,2852416.93,0.009508056,104.4274038,0.001699809
19,20,4045311.528,0.013484372,107.8984637,0.001662709
19,30,4017682.496,0.013392275,109.1352062,0.001777695
20,21,4045311.528,0.013484372,105.3325436,0.00164771
20,31,4186120.787,0.013953736,108.0407644,0.00168306
21,22,4045311.528,0.013484372,105.6266036,0.001674524
21,32,3274432.16,0.010914774,107.5087645,0.001815112
23,24,4045311.528,0.013484372,100.0923035,0.001832221
23,33,4045311.528,0.013484372,104.7678485,0.001996048
24,25,4045311.528,0.013484372,102.5032953,0.001972181
24,35,3820428.995,0.012734763,103.0791826,0.001675174
25,26,4045311.528,0.013484372,109.669491,0.001596499
25,36,4483456.437,0.014944855,14.58804361,0.001959788
26,27,4045311.528,0.013484372,105.2047625,0.001644346
26,37,4108645.97,0.013695487,102.2554613,0.00177543
27,28,4045311.528,0.013484372,105.6719787,0.001959662
27,38,2948825.145,0.009829417,109.9816353,0.001545024
28,29,4045311.528,0.013484372,101.3186534,0.001628848
29,30,4045311.528,0.013484372,109.5467658,0.001713524
29,40,3202383.36,0.010674611,101.2387751,0.001788862
30,31,4045311.528,0.013484372,101.8623821,0.001949761
30,41,4274762.747,0.014249209,106.4650271,0.001609113
31,32,4045311.528,0.013484372,101.2816908,0.001983516
31,42,4433447.238,0.014778157,100.813205,0.001716991
32,33,4045311.528,0.013484372,106.5922705,0.001892411
32,43,3585189.579,0.011950632,100.2739885,0.001762617
34,35,4045311.528,0.013484372,109.851798,0.001665638
34,44,4045311.528,0.013484372,105.3933095,0.001715797
35,36,4045311.528,0.013484372,103.7383492,0.001858951
35,46,3530430.333,0.011768101,107.0673489,0.001958106
36,37,4045311.528,0.013484372,109.4741137,0.001945014
