32,33,4045311.528,0.013484372,104.9836405,0.001694869
32,43,3585189.579,0.011950632,109.5974396,0.001620846
34,35,4045311.528,0.013484372,103.4038573,0.001701956
34,44,4045311.528,0.013484372,105.8526775,0.001548227
35,36,4045311.528,0.013484372,102.2381194,0.001565987
35,46,3530430.333,0.011768101,107.5126706,0.001971025
36,37,4045311.528,0.013484372,102.5509512,0.001978067
36,47,4240538.478,0.014135128,105.0595705,0.001787604
37,38,4045311.528,0.013484372,106.9907672,0.00152989
37,48,3842113.336,0.012807044,108.9090325,0.00161739
38,39,4045311.528,0.013484372,109.5929143,0.001676579
38,49,2562033.693,0.008540112,105.4721553,0.001910597
39,40,4045311.528,0.013484372,101.3862444,0.001507702
40,41,4045311.528,0.013484372,101.4929401,0.001521512
40,51,2852416.93,0.009508056,102.5750825,0.001584495
41,42,4045311.528,0.013484372,108.4071726,0.001824558
41,52,4017682.496,0.013392275,102.5428218,0.001865861
42,43,4045311.528,0.013484372,108.1428483,0.001823873
42,53,4186120.787,0.013953736,102.4352497,0.001725462
43,44,4045311.528,0.013484372,109.2926362,0.001773504
43,54,3274432.16,0.010914774,103.4998377,0.00164816
45,46,4045311.528,0.013484372,101.9659525,0.001872346
45,55,4045311.528,0.013484372,102.5108386,0.001594478
46,47,4045311.528,0.013484372,106.1604468,0.001843388
46,57,3820428.995,0.012734763,104.7328885,0.001591756
47,48,4045311.528,0.013484372,103.5165951,0.001684242
47,58,4483456.437,0.014944855,108.3082863,0.001812809
48,49,4045311.528,0.013484372,105.8526409,0.001890114
48,59,4108645.97,0.013695487,105.4972361,0.001540563
49,50,4045311.528,0.013484372,109.1719366,0.001964693
49,60,2948825.145,0.009829417,102.8583902,0.001887856
50,51,4045311.528,0.013484372,107.5720023,0.001743396
51,52,4045311.528,0.013484372,107.5372909,0.001717929
51,62,3202383.36,0.010674611,103.8044585,0.001723392
52,53,4045311.528,0.013484372,105.6782164,0.001653175
52,63,4274762.747,0.014249209,100.7585429,0.001754254
53,54,4045311.528,0.013484372,100.5395012,0.001755386
53,64,4433447.238,0.014778157,105.3079755,0.001908814
54,55,4045311.528,0.013484372,107.7916723,0.001897416
54,65,3585189.579,0.011950632,109.3401068,0.001822159
56,57,4045311.528,0.013484372,101.2990621,0.001689305
56,66,4045311.528,0.013484372,105.6882366,0.00190579
57,58,4045311.528,0.013484372,104.6939064,0.001766413
58,59,4045311.528,0.013484372,100.1190207,0.001675364
59,60,4045311.528,0.013484372,103.3712264,0.001969501
60,61,4045311.528,0.013484372,101.6218231,0.001937971
61,62,4045311.528,0.013484372,107.9428454,0.001775078
62,63,4045311.528,0.013484372,103.1121504,0.001811238
63,64,4045311.528,0.013484372,105.2853314,0.001793522
64,65,4045311.528,0.013484372,101.6564873,0.001603871
65,66,4045311.528,0.013484372,106.0198194,0.001650623
