1,2,4045311.528,0.013484372,108.1472369,0.001631486
1,11,4045311.528,0.013484372,109.0579194,0.00182704
2,3,4045311.528,0.013484372,101.2698682,0.001844607
2,13,3820428.995,0.012734763,109.1337586,0.001874076
3,4,4045311.528,0.013484372,106.3235925,0.001725271
3,14,4483456.437,0.014944855,100.975404,0.001541911
4,5,4045311.528,0.013484372,102.7849822,0.001614488
4,15,4108645.97,0.013695487,105.4688152,0.001956669
5,6,4045311.528,0.013484372,109.5750684,0.001576189
5,16,2948825.145,0.009829417,109.6488854,0.001912908
6,7,4045311.528,0.013484372,101.5761308,0.001769171
7,8,4045311.528,0.013484372,109.7059278,0.001998067
7,18,3202383.36,0.010674611,109.5716695,0.001539088
8,9,4045311.528,0.013484372,104.8537565,0.001721339
8,19,4274762.747,0.014249209,108.0028047,0.001553326
9,10,4045311.528,0.013484372,101.4188634,0.001980949
9,20,4433447.238,0.014778157,104.2176128,0.001502317
10,11,4045311.528,0.013484372,109.1573553,0.001887455
10,21,3585189.579,0.011950632,107.9220733,0.001908652
12,13,4045311.528,0.013484372,109.5949243,0.001934347
12,22,4045311.528,0.013484372,106.557407,0.001542218
13,14,4045311.528,0.013484372,100.3571168,0.001699891
13,24,3530430.333,0.011768101,108.4912931,0.001629935
14,15,4045311.528,0.013484372,109.3399325,0.001900034
14,25,4240538.478,0.014135128,106.7873515,0.001715707
15,16,4045311.528,0.013484372,107.5774013,0.001955324
15,26,3842113.336,0.012807044,107.4313247,0.001590924
16,17,4045311.528,0.013484372,103.9222702,0.001631901
16,27,2562033.693,0.008540112,106.5547789,0.001572769
17,18,4045311.528,0.013484372,101.7118669,0.001568034
18,19,4045311.528,0.013484372,107.0604609,0.001934646
18,29,2852416.93,0.009508056,100.3183285,0.001789852
19,20,4045311.528,0.013484372,102.7692298,0.00177493
19,30,4017682.496,0.013392275,100.4617139,0.001572477
20,21,4045311.528,0.013484372,100.9713178,0.001926516
20,31,4186120.787,0.013953736,108.2345783,0.001811028
21,22,4045311.528,0.013484372,106.9482862,0.001675476
21,32,3274432.16,0.010914774,103.1709948,0.001756625
23,24,4045311.528,0.013484372,109.5022205,0.001700904
23,33,4045311.528,0.013484372,100.3444608,0.001537983
24,25,4045311.528,0.013484372,104.3874436,0.001619958
24,35,3820428.995,0.012734763,103.8155846,0.001561659
25,26,4045311.528,0.013484372,107.6551679,0.001591954
25,36,4483456.437,0.014944855,107.951999,0.001619976
26,27,4045311.528,0.013484372,101.868726,0.001708634
26,37,4108645.97,0.013695487,104.897644,0.001524827
27,28,4045311.528,0.013484372,104.455862,0.001951358
27,38,2948825.145,0.009829417,106.4631301,0.001972394
28,29,4045311.528,0.013484372,107.0936483,0.001745432
29,30,4045311.528,0.013484372,107.5468668,0.001744626
29,40,3202383.36,0.010674611,102.7602508,0.00166886
30,31,4045311.528,0.013484372,106.7970268,0.001950027
30,41,4274762.747,0.014249209,106.55098,0.001684623
31,32,4045311.528,0.013484372,101.6261174,0.001555601
31,42,4433447.238,0.014778157,101.1899768,0.001890126
