5,1584,4,0,1
5,1585,4,0,1
15,1584,1577,3,3
15,1585,1577,3,3
27,1584,26,1,2
27,1585,26,1,2
37,1584,15,0,2
37,1585,15,0,2
49,1584,48,1,2
49,1585,48,1,2
59,1584,37,0,3
59,1585,37,0,3
71,1584,70,1,2
71,1585,70,1,2
81,1584,59,0,3
81,1585,59,0,3
93,1584,92,1,2
93,1585,92,1,2
103,1584,81,0,3
103,1585,81,0,3
115,1584,114,1,2
115,1585,114,1,2
125,1584,103,0,3
125,1585,103,0,3
137,1584,136,1,2
137,1585,136,1,2
147,1584,125,0,3
147,1585,125,0,3
159,1584,158,1,2
159,1585,158,1,2
169,1584,147,0,3
169,1585,147,0,3
181,1584,180,1,2
181,1585,180,1,2
191,1584,169,0,3
191,1585,169,0,3
203,1584,202,1,2
203,1585,202,1,2
213,1584,191,0,3
213,1585,191,0,3
225,1584,224,1,2
225,1585,224,1,2
235,1584,213,0,3
235,1585,213,0,3
247,1584,246,1,2
247,1585,246,1,2
257,1584,235,0,3
257,1585,235,0,3
269,1584,268,1,2
269,1585,268,1,2
279,1584,257,0,3
279,1585,257,0,3
291,1584,290,1,2
291,1585,290,1,2
301,1584,279,0,3
301,1585,279,0,3
313,1584,312,1,2
313,1585,312,1,2
323,1584,301,0,3
323,1585,301,0,3
335,1584,334,1,2
335,1585,334,1,2
345,1584,323,0,3
345,1585,323,0,3
357,1584,356,1,2
357,1585,356,1,2
367,1584,345,0,3
367,1585,345,0,3
379,1584,378,1,2
379,1585,378,1,2
389,1584,367,0,3
389,1585,367,0,3
401,1584,400,1,2
401,1585,400,1,2
411,1584,389,0,3
411,1585,389,0,3
423,1584,422,1,2
423,1585,422,1,2
433,1584,411,0,3
433,1585,411,0,3
445,1584,444,1,2
445,1585,444,1,2
455,1584,433,0,3
455,1585,433,0,3
467,1584,466,1,2
467,1585,466,1,2
477,1584,455,0,3
477,1585,455,0,3
489,1584,488,1,2
489,1585,488,1,2
499,1584,477,0,3
499,1585,477,0,3
511,1584,510,1,2
511,1585,510,1,2
521,1584,499,0,3
521,1585,499,0,3
533,1584,532,1,2
533,1585,532,1,2
543,1584,521,0,3
543,1585,521,0,3
555,1584,554,1,2
555,1585,554,1,2
565,1584,543,0,3
565,1585,543,0,3
577,1584,576,1,2
577,1585,576,1,2
587,1584,565,0,3
587,1585,565,0,3
599,1584,598,1,2
599,1585,598,1,2
609,1584,587,0,3
609,1585,587,0,3
618,1585,640,3,0
621,1584,620,1,2
621,1585,620,1,2
631,1584,609,0,3
631,1585,609,0,3
632,1585,610,0,3
643,1584,642,1,2
643,1585,642,1,2
653,1584,631,0,3
653,1585,675,3,0
654,1584,632,0,3
665,1584,664,1,2
665,1585,664,1,2
675,1584,697,3,0
675,1585,697,3,0
687,1584,686,1,2
687,1585,686,1,2
697,1584,719,3,0
697,1585,719,3,0
709,1584,708,1,2
709,1585,708,1,2
719,1584,741,3,0
719,1585,741,3,0
731,1584,730,1,2
731,1585,730,1,2
741,1584,763,3,0
741,1585,763,3,0
753,1584,752,1,2
753,1585,752,1,2
763,1584,785,3,0
763,1585,785,3,0
775,1584,774,1,2
775,1585,774,1,2
785,1584,807,3,0
785,1585,807,3,0
797,1584,796,1,2
797,1585,796,1,2
807,1584,829,3,0
807,1585,829,3,0
819,1584,818,1,2
819,1585,818,1,2
829,1584,851,3,0
829,1585,851,3,0
841,1584,840,1,2
841,1585,840,1,2
851,1584,873,3,0
851,1585,873,3,0
863,1584,862,1,2
863,1585,862,1,2
873,1584,895,3,0
873,1585,895,3,0
885,1584,884,1,2
885,1585,884,1,2
895,1584,917,3,0
895,1585,917,3,0
907,1584,906,1,2
907,1585,906,1,2
917,1584,939,3,0
917,1585,939,3,0
929,1584,928,1,2
929,1585,928,1,2
939,1584,961,3,0
939,1585,961,3,0
951,1584,950,1,2
951,1585,950,1,2
961,1584,983,3,0
961,1585,983,3,0
973,1584,972,1,2
973,1585,972,1,2
983,1584,1005,3,0
983,1585,1005,3,0
