src des bd delay plr 
0 7 101.213958 0.019894 0.013992
0 1 109.022429 0.019894 0.009415
0 17 106.091901 0.008229 0.011177
0 8 108.303673 0.026142 0.00646
1 2 100.602175 0.019894 0.013314
1 17 107.675044 0.022844 0.005769
1 15 107.307724 0.011092 0.007179
2 3 106.378967 0.019889 0.013384
2 23 109.316926 0.031419 0.010371
2 15 101.521459 0.012089 0.01425
3 4 104.431785 0.019873 0.010114
3 22 102.925621 0.016973 0.008938
3 15 103.698592 0.029579 0.010925
4 5 105.11279 0.019863 0.008603
4 21 108.481781 0.008276 0.012138
4 12 101.99632 0.026157 0.014408
5 6 109.216677 0.01987 0.0066
5 21 106.187938 0.022859 0.010102
5 11 106.766829 0.011085 0.007841
6 7 107.983243 0.019886 0.006377
6 19 103.507683 0.031464 0.008669
6 11 109.077561 0.012017 0.005307
7 18 109.374076 0.01705 0.006756
7 11 101.819546 0.029527 0.013871
8 7 102.273675 0.039367 0.013846
8 9 103.59178 0.019894 0.007879
8 1 101.577289 0.014414 0.01232
8 16 104.528798 0.017473 0.011249
9 10 101.943189 0.019893 0.014817
9 0 109.695964 0.030626 0.00729
9 16 106.047985 0.005049 0.014728
10 11 106.248787 0.019882 0.006075
10 6 105.217983 0.024361 0.005568
10 23 106.132223 0.022342 0.010982
11 12 105.029305 0.019866 0.009321
11 21 102.160016 0.032195 0.006007
12 13 102.580455 0.019864 0.006972
12 5 106.760347 0.014451 0.008769
12 20 109.818609 0.017494 0.014732
13 14 102.310971 0.019879 0.00916
13 4 108.86359 0.030647 0.012917
13 20 108.618863 0.00506 0.01307
14 15 100.584746 0.019892 0.006892
14 2 109.499781 0.024426 0.009181
14 19 105.701601 0.02227 0.012534
15 8 100.426047 0.019895 0.012594
15 17 105.86393 0.03218 0.012418
16 7 101.34474 0.0319 0.005526
16 17 100.158133 0.019894 0.011565
16 0 104.574424 0.026498 0.005186
17 18 109.981079 0.019894 0.005358
17 9 107.649556 0.024166 0.014735
18 19 104.152771 0.019889 0.014989
18 14 107.583246 0.031175 0.011861
18 0 103.700818 0.013605 0.00555
19 20 106.986525 0.019873 0.011755
19 13 109.267767 0.01555 0.014304
19 7 106.353899 0.028934 0.006993
20 21 105.178763 0.019863 0.013452
20 4 105.326526 0.026499 0.005591
21 22 100.976596 0.01987 0.012338
21 13 106.02493 0.024163 0.007286
22 23 101.151504 0.019886 0.014378
22 10 104.753775 0.031225 0.007686
22 4 107.075517 0.013567 0.01379
23 16 102.200966 0.019894 0.01034
23 9 109.483731 0.01561 0.009258
23 3 107.796943 0.028877 0.014442
