src des bd delay plr 
0 7 101.330885 0.019893 0.013794
0 1 103.453341 0.019894 0.012777
0 18 101.589637 0.006785 0.009138
0 8 105.593914 0.030177 0.007602
1 2 105.572727 0.019895 0.012015
1 17 109.646038 0.019563 0.010988
1 8 103.453803 0.013978 0.008966
2 3 100.027451 0.019891 0.014234
2 16 100.415257 0.032145 0.005403
2 15 102.571018 0.011566 0.006933
3 4 100.475207 0.019878 0.00572
3 22 101.274996 0.020105 0.01052
3 15 103.006318 0.025111 0.011093
4 5 102.187602 0.019864 0.011825
4 22 100.33638 0.006728 0.013861
4 12 105.442624 0.030177 0.006395
5 6 109.490165 0.019867 0.014405
5 21 107.138511 0.019593 0.011495
5 12 108.61705 0.014018 0.013933
6 7 105.171601 0.019883 0.005962
6 20 109.044516 0.03217 0.014549
6 11 109.881366 0.011492 0.013671
7 18 102.960641 0.02017 0.009623
7 11 101.068805 0.025049 0.010763
8 7 106.108698 0.043397 0.012396
8 9 108.869225 0.019894 0.013031
8 2 105.635982 0.012532 0.005645
8 16 104.62613 0.023076 0.011642
9 10 105.546213 0.019894 0.013622
9 1 104.351065 0.026785 0.013073
9 16 109.864483 0.003622 0.010497
10 11 106.944923 0.019886 0.009438
10 6 107.669389 0.028643 0.014251
10 16 107.187999 0.016663 0.008737
11 12 109.014102 0.019869 0.005973
11 23 100.702103 0.031763 0.008206
12 13 101.697114 0.019863 0.014739
12 6 104.405923 0.012521 0.005631
12 20 100.765275 0.023075 0.014937
13 14 108.868298 0.019874 0.012615
13 5 109.045724 0.026797 0.006675
13 20 107.73946 0.003642 0.007092
14 15 101.192603 0.019889 0.005625
14 2 104.291026 0.028696 0.014224
14 20 109.415283 0.016606 0.006715
15 8 109.442444 0.019895 0.013608
15 19 104.242069 0.031716 0.007111
16 7 102.458768 0.036474 0.013982
16 17 105.618671 0.019894 0.006807
16 1 106.550892 0.029707 0.014993
17 18 105.859221 0.019895 0.007047
17 9 107.72606 0.018421 0.005527
17 0 102.753929 0.013562 0.007645
18 19 106.968133 0.019891 0.011015
18 15 106.97882 0.032329 0.011008
19 20 104.531289 0.019878 0.01
19 13 106.797166 0.021646 0.005344
19 0 108.546342 0.025934 0.012256
20 21 100.749895 0.019864 0.011733
20 5 108.632979 0.02972 0.011252
21 22 100.054598 0.019867 0.005224
21 13 106.582519 0.018437 0.005718
21 4 101.078429 0.013577 0.006639
22 23 105.256844 0.019883 0.013049
22 11 100.24453 0.032364 0.012902
23 16 100.691805 0.019893 0.00524
23 9 101.465534 0.021695 0.014923
23 4 108.833966 0.025881 0.007789
