src des bd delay plr 
0 7 101.080066 0.019892 0.007014
0 1 108.156674 0.019895 0.009118
0 18 106.925891 0.004956 0.005754
0 9 105.754425 0.031323 0.014346
1 2 102.041003 0.019895 0.013482
1 18 105.020245 0.017188 0.009274
1 8 102.712749 0.015841 0.00984
2 3 109.935538 0.019892 0.006566
2 17 103.096838 0.031528 0.010865
2 8 103.400286 0.007863 0.014129
3 4 101.952701 0.01988 0.012221
3 22 104.438747 0.022981 0.010431
3 15 104.00446 0.02314 0.008659
4 5 106.329512 0.019865 0.006703
4 22 109.112775 0.004883 0.014876
4 13 107.861394 0.031341 0.01469
5 6 104.763678 0.019865 0.00823
5 22 104.209978 0.01719 0.011605
5 12 103.300512 0.01587 0.007167
6 7 101.323637 0.01988 0.008102
6 21 104.902141 0.031535 0.009362
6 12 100.119601 0.007864 0.005829
7 18 106.562092 0.02304 0.014549
7 11 101.884618 0.023071 0.005745
8 7 102.520811 0.045535 0.010853
8 9 104.091649 0.019894 0.00931
8 17 109.467933 0.02508 0.006477
9 10 108.333241 0.019894 0.013247
9 1 104.142379 0.024944 0.010118
9 16 109.536965 0.008286 0.008135
10 11 102.774479 0.019888 0.011449
10 7 100.754003 0.030291 0.014235
10 16 103.567889 0.013508 0.008704
11 12 100.906216 0.019872 0.010845
11 6 101.063482 0.013693 0.007411
11 23 103.152446 0.030231 0.00714
12 13 101.813148 0.019862 0.005604
12 21 103.262979 0.0251 0.012854
13 14 103.753493 0.019872 0.007952
13 5 103.97526 0.024964 0.008913
13 20 105.461803 0.008285 0.007919
14 15 102.538441 0.019888 0.00736
14 3 101.954956 0.030343 0.007213
14 20 108.475013 0.013442 0.012401
15 8 109.484816 0.019894 0.011871
15 2 106.133455 0.013758 0.014785
15 19 103.617327 0.030178 0.013684
16 7 109.34987 0.038531 0.007508
16 17 105.086141 0.019895 0.014727
16 1 100.288192 0.031728 0.008803
17 18 103.27103 0.019895 0.013548
17 9 103.661468 0.015624 0.008376
17 0 100.801687 0.017551 0.010422
18 19 107.580147 0.019892 0.010933
18 8 104.93637 0.031214 0.009112
19 20 104.666944 0.01988 0.005037
19 14 107.554454 0.023219 0.011573
19 0 100.568054 0.022765 0.005073
20 21 105.205268 0.019865 0.007412
20 5 108.362017 0.031734 0.012286
21 22 101.716459 0.019865 0.011446
21 13 108.50318 0.015654 0.012965
21 4 100.862358 0.017552 0.007587
22 23 109.799235 0.01988 0.010236
22 12 108.041052 0.031233 0.007526
23 16 104.261245 0.019892 0.01095
23 10 108.214495 0.023287 0.012855
23 4 107.695001 0.022706 0.010088
