src des bd delay plr 
0 7 106.912313 0.019891 0.007081
0 1 107.878754 0.019895 0.009335
0 18 106.47935 0.007359 0.013622
0 10 100.335659 0.032255 0.006639
1 2 104.568671 0.019894 0.011363
1 18 103.880289 0.012922 0.010206
1 8 101.787355 0.01895 0.010406
2 3 100.187893 0.019893 0.012988
2 17 102.644635 0.02942 0.010869
2 8 103.981996 0.002887 0.014682
3 4 100.741729 0.019883 0.007701
3 22 108.23248 0.026424 0.014483
3 8 109.303587 0.021075 0.010019
4 5 106.011083 0.019867 0.006582
4 22 107.221543 0.007306 0.006891
4 14 106.573776 0.03229 0.012084
5 6 101.736796 0.019864 0.007053
5 22 100.402726 0.01294 0.013341
5 12 106.206174 0.018965 0.01263
6 7 107.674955 0.019877 0.012178
6 21 106.891597 0.029434 0.013754
6 12 105.405628 0.002915 0.014939
7 18 105.139589 0.026476 0.006585
7 12 108.772469 0.021025 0.014197
8 7 104.469172 0.047509 0.009595
8 9 101.490328 0.019894 0.013114
8 17 102.786697 0.027152 0.005761
9 10 101.04661 0.019895 0.006061
9 2 107.256095 0.022493 0.009576
9 16 105.715409 0.013297 0.00707
10 11 103.165406 0.01989 0.007185
10 7 107.945168 0.032026 0.007214
10 16 100.124849 0.011357 0.00536
11 12 105.214528 0.019875 0.009707
11 6 103.859304 0.01719 0.009059
11 16 105.7489 0.02823 0.010916
12 13 101.543699 0.019863 0.014794
12 21 104.121651 0.027163 0.007474
13 14 107.074587 0.019869 0.009359
13 6 100.06937 0.022494 0.005377
13 20 103.940804 0.013286 0.012541
14 15 102.493568 0.019885 0.01471
14 3 104.856019 0.032073 0.007201
14 20 107.557199 0.011282 0.005731
15 8 108.67007 0.019894 0.012106
15 2 106.85796 0.017246 0.009357
15 20 105.970422 0.028176 0.011577
16 7 104.979892 0.04016 0.011273
16 17 108.061374 0.019895 0.01351
16 2 105.794489 0.032271 0.009843
17 18 108.903501 0.019894 0.013473
17 9 104.279561 0.013806 0.005529
17 1 109.99953 0.01977 0.005206
18 19 107.29723 0.019893 0.013512
18 9 109.041922 0.029734 0.010154
19 20 101.763214 0.019883 0.009552
19 14 105.380257 0.02544 0.008573
19 0 102.624614 0.019746 0.010823
20 21 106.371202 0.019867 0.011048
20 6 100.050994 0.032296 0.01296
21 22 108.111588 0.019864 0.006323
21 13 101.332468 0.013847 0.005683
21 5 107.34064 0.019799 0.00712
22 23 107.368279 0.019877 0.007133
22 13 104.193149 0.029735 0.006157
23 16 106.300614 0.019891 0.010388
23 10 109.929831 0.025502 0.013055
23 4 104.990408 0.019679 0.009742
