src des bd delay plr 
0 7 103.628928 0.019894 0.009792
0 1 106.169435 0.019894 0.005546
0 18 103.200315 0.00938 0.005997
0 8 107.404754 0.028387 0.009696
1 2 108.67498 0.019895 0.009605
1 17 101.817555 0.020608 0.011372
1 8 102.958453 0.013568 0.00805
2 3 100.201972 0.01989 0.007299
2 23 106.606239 0.032258 0.010388
2 15 107.731167 0.011068 0.011574
3 4 100.107624 0.019876 0.014358
3 22 107.557323 0.018479 0.013341
3 15 105.551948 0.02682 0.005977
4 5 104.419179 0.019863 0.005421
4 22 106.415366 0.009335 0.014718
4 12 109.368855 0.028394 0.006989
5 6 106.543639 0.019868 0.012689
5 21 100.902311 0.020633 0.014508
5 12 104.528032 0.013611 0.012534
6 7 105.19085 0.019884 0.013493
6 19 104.820045 0.0323 0.012484
6 11 104.015619 0.010991 0.008144
7 18 101.87952 0.01855 0.007059
7 11 106.322173 0.026761 0.006082
8 7 105.814547 0.041791 0.005663
8 9 100.722649 0.019894 0.014668
8 16 108.691384 0.020681 0.008895
9 10 105.053776 0.019894 0.011525
9 1 104.141608 0.028395 0.006219
9 16 107.773895 0.001356 0.008768
10 11 100.125504 0.019884 0.005409
10 6 107.675419 0.026753 0.006925
10 16 100.030743 0.019142 0.01166
11 12 104.87136 0.019868 0.014396
11 22 107.584531 0.032189 0.00994
12 13 106.616693 0.019863 0.006426
12 20 102.9362 0.020689 0.013846
13 14 106.839687 0.019876 0.00897
13 5 108.194375 0.028401 0.010832
13 20 108.664943 0.00142 0.010741
14 15 102.169536 0.01989 0.005917
14 2 106.215125 0.026811 0.011483
14 20 105.218889 0.01909 0.012561
15 8 101.411846 0.019895 0.010813
15 18 107.856157 0.032154 0.013914
16 7 100.566649 0.034761 0.006319
16 17 100.088791 0.019894 0.014875
16 1 106.507006 0.02863 0.011989
17 18 106.006807 0.019895 0.005033
17 9 109.67683 0.020692 0.011835
17 0 108.587025 0.011006 0.007624
18 19 103.600553 0.01989 0.005675
19 20 105.515778 0.019876 0.005348
19 13 102.182231 0.019078 0.005957
19 7 109.317348 0.027206 0.005866
20 21 103.490951 0.019863 0.01249
20 5 101.227245 0.028647 0.012531
21 22 109.774241 0.019868 0.008469
21 13 101.641341 0.020699 0.008618
21 4 103.236969 0.011034 0.007651
22 23 108.061025 0.019884 0.013717
23 16 103.421143 0.019894 0.005646
23 9 108.699594 0.01913 0.00712
23 3 107.333523 0.027144 0.005405
