src des bd delay plr 
0 7 108.421638 0.019895 0.008003
0 1 106.195861 0.019894 0.008444
0 17 105.541377 0.015459 0.011797
0 15 101.152214 0.016982 0.008235
1 2 100.906328 0.019893 0.012953
1 16 104.328741 0.03062 0.008694
1 15 108.407113 0.005843 0.012506
2 3 106.690948 0.019881 0.010818
2 21 109.452204 0.024331 0.013149
2 14 100.217472 0.022535 0.014482
3 4 102.068956 0.019866 0.006436
3 21 102.833572 0.005396 0.011572
3 12 107.437291 0.031932 0.008343
4 5 107.623723 0.019864 0.013362
4 21 106.940104 0.015467 0.006684
4 11 109.551812 0.017005 0.010947
5 6 101.215169 0.019879 0.013123
5 20 105.276922 0.03063 0.012884
5 11 100.675615 0.00585 0.008696
6 7 106.096595 0.019892 0.014391
6 17 108.240815 0.024386 0.014017
6 10 104.688059 0.022464 0.01092
7 17 109.393235 0.005462 0.010641
7 8 105.152807 0.031916 0.011281
8 9 103.146051 0.019894 0.005049
8 0 101.706996 0.024382 0.01423
8 23 101.844615 0.0103 0.007804
9 10 106.019387 0.019889 0.014984
9 6 104.65108 0.030902 0.014137
9 23 108.761886 0.012441 0.008374
10 11 106.981567 0.019873 0.006517
10 5 108.37754 0.014996 0.014428
10 22 103.733815 0.02977 0.010333
11 12 105.432773 0.019862 0.014723
11 20 109.977298 0.025832 0.013672
12 13 106.506655 0.019871 0.006562
12 4 103.45471 0.024405 0.00539
12 19 103.079278 0.010294 0.012802
13 14 107.146787 0.019887 0.009164
13 2 104.058014 0.030953 0.014106
13 19 109.4583 0.012371 0.005562
14 15 101.672741 0.019894 0.006156
14 1 102.28096 0.015057 0.011969
14 18 109.610819 0.029716 0.01117
15 8 104.024627 0.019894 0.013862
15 16 108.938708 0.025816 0.007013
16 7 102.152927 0.019286 0.014249
16 17 105.612964 0.019894 0.014141
16 8 108.79685 0.014711 0.009085
16 0 107.538537 0.019145 0.007994
17 18 101.027242 0.019893 0.009045
17 15 105.660281 0.030767 0.010491
18 19 106.51795 0.019881 0.008715
18 13 103.902124 0.024011 0.00538
18 7 109.775317 0.021491 0.010436
19 20 109.765705 0.019866 0.012637
19 5 106.019749 0.031918 0.005781
20 21 103.12967 0.019864 0.01335
20 12 106.545484 0.014746 0.012223
20 4 107.792568 0.019177 0.007613
21 22 106.039034 0.019879 0.011118
21 11 103.792747 0.030788 0.009896
22 23 106.630171 0.019892 0.012315
22 9 109.693294 0.024077 0.011056
22 3 107.829126 0.021428 0.007102
23 16 108.897553 0.019895 0.008032
23 1 106.524686 0.031892 0.012065
