src des bd delay plr 
0 7 102.580165 0.019892 0.005033
0 1 103.572171 0.019895 0.009236
0 18 104.183808 0.004967 0.009004
0 9 109.114319 0.031372 0.005937
1 2 108.96746 0.019895 0.009617
1 18 108.945713 0.017033 0.011576
1 8 107.072451 0.015936 0.009139
2 3 105.809953 0.019892 0.00666
2 17 103.529461 0.031444 0.008586
2 8 103.472977 0.007682 0.014152
3 4 102.013546 0.01988 0.012722
3 22 102.751548 0.0231 0.012209
3 15 103.315922 0.023079 0.005051
4 5 108.510248 0.019865 0.013064
4 22 104.176832 0.004895 0.013376
4 13 105.35614 0.03139 0.010099
5 6 109.651145 0.019865 0.012917
5 22 103.180802 0.017035 0.006672
5 12 105.991796 0.015965 0.0129
6 7 108.996644 0.01988 0.010776
6 21 101.998822 0.031451 0.013308
6 12 109.818318 0.007683 0.006269
7 18 106.512539 0.023159 0.005897
7 11 104.669172 0.02301 0.011225
8 7 104.418041 0.045612 0.012404
8 9 101.397075 0.019894 0.010543
8 17 101.226596 0.025141 0.014511
9 10 102.811981 0.019894 0.01386
9 1 109.836035 0.024887 0.012364
9 16 106.335868 0.008467 0.012873
10 11 107.506177 0.019888 0.012411
10 7 100.933818 0.030341 0.010527
10 16 105.73438 0.013404 0.007619
11 12 103.24101 0.019872 0.006821
11 6 101.665904 0.013803 0.013859
11 23 102.468301 0.030184 0.008798
12 13 106.896928 0.019862 0.012784
12 21 102.434215 0.02516 0.00567
13 14 100.87761 0.019872 0.006667
13 5 105.682187 0.024908 0.010264
13 20 101.701323 0.008465 0.005234
14 15 105.626281 0.019887 0.005511
14 3 104.18173 0.030393 0.007794
14 20 106.312666 0.013337 0.008591
15 8 100.372237 0.019894 0.00816
15 2 100.845036 0.013868 0.014326
15 19 101.600001 0.030131 0.01342
16 7 108.635024 0.0386 0.012815
16 17 106.64389 0.019895 0.013599
16 2 101.633642 0.031811 0.010023
17 18 100.823795 0.019895 0.008554
17 9 106.97104 0.015533 0.00584
17 0 109.861107 0.017706 0.007002
18 19 107.304826 0.019892 0.009264
18 8 101.148277 0.031169 0.0148
19 20 107.635762 0.01988 0.011559
19 14 107.854833 0.023284 0.00598
19 0 109.572964 0.022648 0.011341
20 21 104.775293 0.019865 0.010528
20 5 105.354785 0.03182 0.005891
21 22 102.494919 0.019865 0.010525
21 13 106.847617 0.015564 0.011602
21 4 103.086219 0.017707 0.005383
22 23 102.158427 0.01988 0.006028
22 12 108.09868 0.031188 0.005492
23 16 107.281672 0.019892 0.012635
23 10 108.290273 0.023352 0.008895
23 4 109.894629 0.022589 0.012889
