src des bd delay plr 
0 7 106.564704 0.019885 0.005056
0 1 109.571176 0.019894 0.006881
0 19 108.182993 0.017827 0.010517
0 12 103.468285 0.027813 0.00616
1 2 105.510195 0.019894 0.011909
1 18 103.706952 0.009738 0.010721
1 9 107.482745 0.027451 0.009334
2 3 107.64949 0.019895 0.010849
2 18 101.513588 0.021395 0.013307
2 9 104.841568 0.013702 0.005618
3 4 109.941704 0.01989 0.00692
3 16 109.657402 0.031848 0.010879
3 8 104.837442 0.011231 0.008706
4 5 107.160218 0.019875 0.011492
4 23 108.024819 0.017754 0.007368
4 8 100.740162 0.027868 0.009838
5 6 107.800102 0.019863 0.010485
5 22 109.360243 0.009774 0.008288
5 13 103.551271 0.027461 0.010396
6 7 101.562028 0.019869 0.006161
6 22 105.084747 0.021416 0.006003
6 13 102.321789 0.013744 0.007512
7 20 101.805795 0.031891 0.009958
7 12 101.009011 0.011155 0.007633
8 7 107.530603 0.050741 0.013434
8 9 109.589371 0.019895 0.011156
8 19 100.130656 0.032211 0.006967
9 10 108.407499 0.019894 0.013952
9 17 100.952572 0.019376 0.013881
10 11 107.773978 0.019893 0.013864
10 2 105.797112 0.029389 0.0075
10 17 107.142412 0.002343 0.007604
11 12 107.154186 0.019883 0.009496
11 7 103.159562 0.025759 0.014633
11 17 103.818311 0.020587 0.010333
12 13 105.671933 0.019867 0.013838
12 23 108.835171 0.032246 0.013815
13 14 104.958954 0.019863 0.005875
13 21 109.1794 0.019389 0.01381
14 15 105.64392 0.019877 0.007797
14 6 104.871632 0.029392 0.01318
14 21 103.585933 0.002378 0.010906
15 8 108.727864 0.019891 0.005134
15 3 102.229969 0.02582 0.009391
15 21 103.213741 0.020536 0.008306
16 7 107.803763 0.041038 0.005362
16 17 100.473657 0.019894 0.012471
16 10 105.955147 0.017713 0.014227
16 4 108.29306 0.027746 0.008321
17 18 109.65534 0.019894 0.005613
17 2 103.772976 0.028167 0.009408
18 19 103.689777 0.019895 0.008114
18 10 102.040893 0.022036 0.009373
19 20 106.687301 0.01989 0.011997
19 1 104.728315 0.011001 0.011551
20 21 101.353418 0.019875 0.005509
20 14 106.333873 0.017658 0.007122
20 0 102.906898 0.027806 0.008191
21 22 106.98854 0.019863 0.007722
21 6 108.969056 0.028186 0.005898
22 23 108.651378 0.019869 0.010484
22 14 107.254164 0.022039 0.008664
23 16 106.746888 0.019885 0.013842
23 5 109.932657 0.010959 0.006743
