src des bd delay plr 
0 7 103.217705 0.01989 0.007122
0 1 104.245966 0.019895 0.012548
0 18 108.482465 0.009746 0.010697
0 10 100.495096 0.032157 0.012921
1 2 101.923496 0.019894 0.013176
1 18 104.767466 0.0107 0.014504
1 8 101.12188 0.020998 0.013069
2 3 101.076258 0.019894 0.005077
2 17 100.148366 0.028514 0.011201
2 8 104.013998 0.001427 0.014731
3 4 108.265522 0.019884 0.005221
3 23 108.707245 0.027273 0.007131
3 8 104.192735 0.018802 0.014381
4 5 101.059717 0.019868 0.008878
4 22 105.761094 0.009702 0.013493
4 14 103.34272 0.032192 0.008671
5 6 102.550755 0.019863 0.005112
5 22 105.799979 0.01073 0.014261
5 12 106.506867 0.021004 0.011955
6 7 109.896405 0.019876 0.010662
6 21 104.821977 0.028532 0.008546
6 12 102.481223 0.001488 0.012668
7 19 105.399698 0.027335 0.005689
7 12 109.460162 0.018749 0.012093
8 7 102.923325 0.048453 0.008665
8 9 105.918654 0.019894 0.012257
8 17 103.942631 0.028619 0.0094
9 10 102.252271 0.019895 0.009118
9 2 105.177069 0.020377 0.005658
9 17 105.954189 0.013576 0.007568
10 11 108.201358 0.019891 0.009181
10 16 104.276497 0.011077 0.006575
11 12 105.699307 0.019876 0.011132
11 6 107.312002 0.01942 0.009098
11 16 109.151039 0.026578 0.008529
12 13 103.441099 0.019863 0.008507
12 21 102.153147 0.028624 0.013069
13 14 104.617361 0.019868 0.007976
13 6 108.213171 0.020386 0.008845
13 21 101.056037 0.013619 0.009612
14 15 104.098189 0.019884 0.012463
14 20 100.542325 0.011 0.010423
15 8 103.854778 0.019894 0.005573
15 2 102.325502 0.019472 0.012916
15 20 100.622721 0.026519 0.005703
16 7 105.276492 0.040806 0.012228
16 17 103.942393 0.019895 0.008762
16 3 108.926611 0.032155 0.011614
17 18 100.471866 0.019894 0.005627
17 1 100.60267 0.020777 0.009568
18 19 104.415691 0.019894 0.006799
18 9 107.932803 0.028167 0.008776
19 20 106.793672 0.019884 0.005147
19 14 106.196439 0.026998 0.008138
19 0 103.386223 0.01837 0.008336
20 21 100.861526 0.019868 0.005554
20 7 104.599012 0.032197 0.009551
21 22 101.022325 0.019863 0.012796
21 5 106.443134 0.020801 0.009526
22 23 100.950172 0.019876 0.009054
22 13 104.528502 0.028174 0.007086
23 16 107.742273 0.01989 0.005039
23 10 100.763722 0.027056 0.012007
23 4 105.623319 0.018298 0.012777
