src des bd delay plr 
0 7 107.048403 0.01989 0.014693
0 1 105.053749 0.019895 0.008273
0 18 100.500835 0.011517 0.013117
0 11 108.177369 0.032044 0.013892
1 2 109.2759 0.019894 0.014833
1 18 108.612867 0.009383 0.012618
1 8 100.978267 0.02246 0.013771
2 3 101.242311 0.019894 0.008799
2 18 104.356564 0.027989 0.006251
2 8 104.132945 0.002846 0.008941
3 4 105.689008 0.019885 0.014688
3 23 104.405512 0.027955 0.013541
3 8 100.737504 0.01728 0.008371
4 5 104.614065 0.019869 0.010223
4 22 105.373763 0.011476 0.010902
4 15 108.276895 0.032091 0.006578
5 6 107.991513 0.019863 0.011149
5 22 101.263859 0.009421 0.009308
5 12 109.014351 0.022461 0.013633
6 7 107.968646 0.019875 0.006743
6 22 103.450196 0.027986 0.010888
6 12 102.654476 0.002874 0.013086
7 19 102.25383 0.028014 0.0109
7 12 109.157307 0.017224 0.007837
8 7 109.105921 0.049016 0.009227
8 9 103.252798 0.019894 0.007633
8 17 106.146875 0.029708 0.012741
9 10 105.90828 0.019895 0.014732
9 2 108.58447 0.018981 0.008821
9 17 104.788712 0.013797 0.008616
10 11 107.9992 0.019891 0.010981
10 0 109.194142 0.032251 0.005556
10 16 101.699958 0.011347 0.009026
11 12 105.858349 0.019877 0.005756
11 6 105.196422 0.02099 0.010261
11 16 104.189162 0.025525 0.010836
12 13 102.516101 0.019864 0.011846
12 21 106.689383 0.02971 0.007424
13 14 101.898556 0.019867 0.009966
13 6 102.517548 0.018995 0.005352
13 21 109.693156 0.013839 0.014037
14 15 104.761099 0.019883 0.005998
14 4 108.402404 0.032286 0.011618
14 20 102.759928 0.011272 0.00503
15 8 103.740579 0.019893 0.005108
15 2 103.366364 0.021039 0.011377
15 20 103.589726 0.025463 0.012716
16 7 101.783885 0.041128 0.006467
16 17 103.60482 0.019895 0.01078
16 3 105.916817 0.031741 0.010019
17 18 108.877574 0.019894 0.009716
17 10 108.562789 0.013341 0.009461
17 1 105.483541 0.021665 0.008365
18 19 106.182949 0.019894 0.009135
18 9 104.420049 0.027174 0.011498
19 20 100.506193 0.019885 0.01458
19 14 103.198481 0.028149 0.006241
19 0 102.356875 0.017635 0.009727
20 21 104.66731 0.019869 0.011987
20 7 100.042071 0.031784 0.008149
21 22 104.880725 0.019863 0.01135
21 14 106.834233 0.01333 0.011375
21 5 108.961461 0.021685 0.012028
22 23 100.604848 0.019875 0.014735
22 13 103.510942 0.027184 0.011412
23 16 101.677665 0.01989 0.009677
23 10 106.530045 0.028204 0.006609
23 4 100.845788 0.017562 0.010101
