src des bd delay plr 
0 7 100.203701 0.019895 0.011556
0 1 105.884609 0.019894 0.01195
0 17 105.049512 0.011207 0.00716
0 15 108.166003 0.020497 0.009898
1 2 109.153346 0.019894 0.005654
1 16 102.411564 0.028708 0.008837
1 15 100.655747 0.001383 0.014984
2 3 102.424862 0.019884 0.006807
2 22 103.379881 0.027065 0.00761
2 15 106.182235 0.019342 0.010886
3 4 109.260538 0.019868 0.007855
3 21 109.943949 0.009101 0.012682
3 13 106.507447 0.03219 0.005133
4 5 109.34184 0.019863 0.010272
4 21 106.947879 0.011233 0.012497
4 11 101.841227 0.020505 0.006156
5 6 104.348872 0.019876 0.010411
5 20 101.142212 0.028725 0.008895
5 11 107.088117 0.001446 0.0126
6 7 105.41696 0.01989 0.005603
6 18 109.971921 0.027127 0.012948
6 11 102.44008 0.01929 0.007032
7 17 101.472768 0.009147 0.009698
7 9 109.86938 0.032155 0.008955
8 7 100.069228 0.033917 0.005153
8 9 106.894587 0.019895 0.011951
8 1 109.799994 0.020877 0.013726
8 16 100.652675 0.013571 0.010807
9 10 103.618986 0.01989 0.00683
9 23 105.101224 0.011071 0.008826
10 11 103.659192 0.019876 0.007342
10 5 105.50587 0.018878 0.009904
10 23 108.433947 0.026963 0.006241
11 12 103.422614 0.019863 0.009011
11 20 108.875912 0.02826 0.005024
12 13 102.722447 0.019868 0.010564
12 5 103.592784 0.020884 0.014323
12 20 104.621087 0.013614 0.01434
13 14 108.853598 0.019884 0.013478
13 19 108.189116 0.010994 0.009216
14 15 100.434946 0.019894 0.013974
14 1 102.520441 0.018931 0.014509
14 19 103.077531 0.026905 0.011258
15 8 109.229461 0.019894 0.008044
15 16 109.260716 0.028253 0.014315
16 7 109.380365 0.023695 0.007332
16 17 104.700595 0.019894 0.006711
16 0 107.517174 0.020503 0.007932
17 18 100.556277 0.019894 0.008396
17 8 108.117607 0.028531 0.008551
18 19 105.350157 0.019884 0.005744
18 13 104.144805 0.026611 0.011068
18 7 109.736432 0.018669 0.006859
19 20 106.376214 0.019868 0.007188
19 6 107.212479 0.032368 0.008566
20 21 107.775102 0.019863 0.009303
20 4 107.229822 0.020528 0.0077
21 22 109.944249 0.019876 0.012939
21 12 107.362971 0.028536 0.010952
22 23 106.853455 0.01989 0.006385
22 9 101.181776 0.026669 0.00959
22 3 109.238478 0.018599 0.014077
23 16 104.737718 0.019895 0.008762
23 2 109.11848 0.032327 0.005943
