src des bd delay plr 
0 5 102.880743 0.025986 0.009342
0 1 102.48975 0.025989 0.011214
0 42 103.563498 0.003074 0.011983
0 11 109.77189 0.010315 0.013801
1 2 108.325743 0.025985 0.00802
1 43 101.176777 0.011828 0.008141
1 6 104.399231 0.005118 0.008709
2 3 106.169297 0.025967 0.013136
2 44 103.689197 0.014826 0.008642
2 7 106.130716 0.015386 0.012962
3 4 108.03543 0.025955 0.009293
3 45 109.391874 0.003062 0.012003
3 8 104.490945 0.010302 0.014529
4 5 106.488154 0.02597 0.009824
4 46 103.22834 0.011815 0.007988
4 9 103.670706 0.005107 0.01303
5 47 105.317244 0.014834 0.010335
5 10 102.610001 0.015382 0.013045
6 5 107.849006 0.043826 0.007179
6 7 109.234924 0.025988 0.012354
6 12 101.13604 0.003074 0.012785
7 8 107.26214 0.025978 0.010613
7 13 101.754645 0.011828 0.00579
8 9 109.894332 0.025958 0.007733
8 14 107.39429 0.014826 0.012074
9 10 102.865552 0.02596 0.005804
9 15 103.753746 0.003062 0.00634
10 11 108.87301 0.02598 0.008142
10 16 100.883477 0.011815 0.012702
11 6 108.235142 0.025989 0.010192
11 17 105.762581 0.014834 0.013346
12 5 107.652211 0.044921 0.007505
12 13 109.637489 0.025989 0.013299
12 23 100.666682 0.010315 0.005683
13 14 102.742019 0.025985 0.005113
13 18 108.860988 0.005118 0.006311
14 15 108.581398 0.025967 0.008124
14 19 106.662067 0.015386 0.012114
15 16 105.674069 0.025955 0.011606
15 20 108.662971 0.010302 0.00676
16 17 102.699374 0.02597 0.006258
16 21 103.593125 0.005107 0.011812
17 12 108.724259 0.025986 0.012781
17 22 105.54139 0.015382 0.008662
18 5 104.098889 0.042881 0.010726
18 19 104.527716 0.025988 0.008452
18 24 105.513962 0.003074 0.011241
19 20 106.339699 0.025978 0.009482
19 25 103.627215 0.011828 0.006768
20 21 107.379637 0.025958 0.012166
20 26 108.523485 0.014826 0.005928
21 22 101.050381 0.02596 0.011106
21 27 108.425743 0.003062 0.006097
22 23 104.279465 0.02598 0.006516
22 28 104.014972 0.011815 0.01397
23 18 107.270699 0.025989 0.009977
23 29 103.591915 0.014834 0.0069
24 5 104.40585 0.043832 0.00641
24 25 106.985075 0.025989 0.014964
24 35 103.19895 0.010315 0.005202
25 26 100.346859 0.025985 0.011605
25 30 109.938715 0.005118 0.006825
26 27 107.007538 0.025967 0.014815
26 31 104.699219 0.015386 0.011824
27 28 102.244204 0.025955 0.009821
27 32 102.39617 0.010302 0.006142
28 29 106.54574 0.02597 0.013301
28 33 109.467367 0.005107 0.011578
29 24 103.618803 0.025986 0.012143
29 34 100.293449 0.015382 0.005722
30 5 103.816798 0.025775 0.01414
30 31 109.980936 0.025988 0.014994
30 36 107.815704 0.003074 0.008916
31 32 106.389362 0.025978 0.012294
31 37 109.831706 0.011828 0.011602
32 33 105.172617 0.025958 0.0119
32 38 109.495811 0.014826 0.009364
33 34 103.777457 0.02596 0.013056
33 39 103.710932 0.003062 0.008047
34 35 100.440754 0.02598 0.014603
34 40 109.739315 0.011815 0.014031
35 30 108.859638 0.025989 0.005926
35 41 109.887956 0.014834 0.013172
36 5 100.307958 0.024055 0.009181
36 37 107.278526 0.025989 0.00577
36 47 107.468846 0.010315 0.007924
37 38 105.981799 0.025985 0.014587
37 42 107.961454 0.005118 0.012654
38 39 100.635909 0.025967 0.014277
38 43 102.509276 0.015386 0.009278
39 40 104.956335 0.025955 0.013317
39 44 100.091434 0.010302 0.007444
40 41 107.622688 0.02597 0.005508
40 45 100.102937 0.005107 0.009876
41 36 101.732501 0.025986 0.008333
41 46 107.763539 0.015382 0.007829
42 5 104.459555 0.027319 0.005645
42 43 109.648481 0.025988 0.009674
43 44 103.076747 0.025978 0.010729
44 45 104.433369 0.025958 0.007894
45 46 101.532524 0.02596 0.007267
46 47 108.613732 0.02598 0.006694
47 42 107.754739 0.025989 0.012893
