src des bd delay plr 
0 5 107.37776 0.025974 0.01263
0 1 106.495537 0.025988 0.008767
0 42 108.910237 0.01362 0.009231
0 11 103.417305 0.015676 0.009241
1 2 105.816572 0.025989 0.00734
1 43 109.119984 0.000618 0.005449
1 6 108.449519 0.007923 0.01354
2 3 106.541353 0.025983 0.012976
2 44 108.467309 0.013547 0.009249
2 7 106.062164 0.007796 0.007154
3 4 102.896516 0.025964 0.00513
3 45 107.898258 0.013609 0.006925
3 8 102.083847 0.015676 0.012146
4 5 106.282781 0.025956 0.010851
4 46 101.840572 0.00058 0.01311
4 9 109.352052 0.007911 0.012293
5 47 103.352615 0.013536 0.005318
5 10 100.784219 0.007783 0.009866
6 5 101.868526 0.045386 0.007059
6 7 107.939099 0.025989 0.014926
6 12 102.850514 0.01362 0.007575
7 8 109.295144 0.025988 0.014826
7 13 100.849733 0.000618 0.008265
8 9 106.954851 0.025974 0.01432
8 14 100.618222 0.013547 0.005984
9 10 105.793009 0.025956 0.006884
9 15 108.763356 0.013609 0.005774
10 11 100.894473 0.025963 0.008299
10 16 106.640011 0.00058 0.009198
11 6 109.330256 0.025983 0.011632
11 17 108.588094 0.013536 0.01188
12 5 105.653063 0.047124 0.014376
12 13 100.135977 0.025988 0.010691
12 23 108.003618 0.015676 0.013104
13 14 101.21424 0.025989 0.007467
13 18 105.427941 0.007923 0.006068
14 15 109.926865 0.025983 0.010201
14 19 102.40169 0.007796 0.008997
15 16 101.867012 0.025964 0.0118
15 20 100.967218 0.015676 0.013327
16 17 104.653122 0.025956 0.008503
16 21 107.684023 0.007911 0.014779
17 12 106.393817 0.025974 0.008027
17 22 104.689703 0.007783 0.005876
18 5 101.787285 0.051498 0.014052
18 19 100.729685 0.025989 0.010231
18 24 104.064536 0.01362 0.008178
19 20 101.619942 0.025988 0.013911
19 25 100.110038 0.000618 0.014743
20 21 107.426488 0.025974 0.006558
20 26 102.148806 0.013547 0.011863
21 22 101.48102 0.025956 0.005825
21 27 100.652208 0.013609 0.006116
22 23 101.208399 0.025963 0.007098
22 28 105.400663 0.00058 0.005744
23 18 102.609584 0.025983 0.011146
23 29 104.826721 0.013536 0.011071
24 5 104.750725 0.048238 0.005394
24 25 102.26714 0.025988 0.014886
24 35 100.090137 0.015676 0.013795
25 26 100.792 0.025989 0.010143
25 30 108.917679 0.007923 0.00859
26 27 104.246016 0.025983 0.013286
26 31 105.042586 0.007796 0.008824
27 28 104.324778 0.025964 0.013723
27 32 107.720103 0.015676 0.00921
28 29 102.090925 0.025956 0.007641
28 33 106.256155 0.007911 0.010602
29 24 108.781452 0.025974 0.011008
29 34 106.933069 0.007783 0.00625
30 5 102.295244 0.038428 0.012349
30 31 105.839111 0.025989 0.012086
30 36 104.787517 0.01362 0.006023
31 32 108.214392 0.025988 0.008699
31 37 104.55586 0.000618 0.008347
32 33 105.662168 0.025974 0.011935
32 38 101.812508 0.013547 0.006367
33 34 108.934441 0.025956 0.014507
33 39 105.956699 0.013609 0.013975
34 35 109.064242 0.025963 0.012669
34 40 109.183194 0.00058 0.013217
35 30 100.437289 0.025983 0.008385
35 41 101.873019 0.013536 0.008631
36 5 106.437356 0.027944 0.010723
36 37 106.766841 0.025988 0.010191
36 47 103.8187 0.015676 0.014636
37 38 104.94072 0.025989 0.011032
37 42 104.52824 0.007923 0.014598
38 39 103.889665 0.025983 0.01366
38 43 109.249555 0.007796 0.013747
39 40 106.744474 0.025964 0.008391
39 44 109.732888 0.015676 0.009953
40 41 107.141709 0.025956 0.005792
40 45 106.940563 0.007911 0.014255
41 36 108.265406 0.025974 0.010603
41 46 104.536722 0.007783 0.011072
42 5 108.190916 0.029742 0.006868
42 43 107.156346 0.025989 0.013271
43 44 103.136393 0.025988 0.00513
44 45 108.706977 0.025974 0.008039
45 46 107.595523 0.025956 0.007799
46 47 103.52732 0.025963 0.005859
47 42 103.74664 0.025983 0.010138
