src des bd delay plr 
0 5 107.768796 0.025988 0.007862
0 1 101.839638 0.025989 0.005657
0 42 102.952652 0.000647 0.014334
0 11 102.898557 0.00768 0.010092
1 2 103.663913 0.025983 0.005672
1 43 107.814978 0.013686 0.011818
1 6 103.811293 0.008037 0.013341
2 3 105.389441 0.025963 0.010852
2 44 108.733926 0.013468 0.007974
2 7 100.63136 0.015674 0.009119
3 4 107.375131 0.025956 0.01128
3 45 101.827032 0.000611 0.007743
3 8 108.981351 0.007668 0.009936
4 5 104.234185 0.025975 0.011626
4 46 100.109357 0.013675 0.013657
4 9 109.437745 0.008025 0.00832
5 47 103.958685 0.013479 0.01146
5 10 100.430709 0.015675 0.012909
6 5 106.936072 0.043282 0.01257
6 7 103.802722 0.025988 0.00772
6 12 101.054812 0.000647 0.014756
7 8 104.393702 0.025974 0.011681
7 13 104.868467 0.013686 0.005313
8 9 104.240771 0.025956 0.006383
8 14 103.503145 0.013468 0.011329
9 10 109.214253 0.025964 0.00963
9 15 108.271632 0.000611 0.01127
10 11 109.279597 0.025983 0.012916
10 16 107.791732 0.013675 0.013726
11 6 101.309571 0.025989 0.009363
11 17 103.671578 0.013479 0.008501
12 5 105.93651 0.042995 0.009809
12 13 106.512371 0.025989 0.005489
12 23 107.382171 0.00768 0.009626
13 14 103.474048 0.025983 0.01001
13 18 101.535813 0.008037 0.01049
14 15 103.232971 0.025963 0.013054
14 19 108.139634 0.015674 0.014823
15 16 101.821621 0.025956 0.012808
15 20 106.920002 0.007668 0.011869
16 17 103.006041 0.025975 0.007716
16 21 101.161154 0.008025 0.00616
17 12 100.421952 0.025988 0.008696
17 22 102.705115 0.015675 0.014976
18 5 106.697514 0.039524 0.010905
18 19 100.089977 0.025988 0.00615
18 24 102.747243 0.000647 0.009635
19 20 103.630399 0.025974 0.010745
19 25 105.320704 0.013686 0.00826
20 21 108.203969 0.025956 0.005874
20 26 106.522701 0.013468 0.013629
21 22 100.429198 0.025964 0.006382
21 27 108.550982 0.000611 0.007154
22 23 105.966415 0.025983 0.013871
22 28 102.719574 0.013675 0.007833
23 18 104.277193 0.025989 0.006402
23 29 100.756918 0.013479 0.008924
24 5 106.90828 0.039784 0.009214
24 25 105.641612 0.025989 0.009751
24 35 107.480235 0.00768 0.011059
25 26 102.928117 0.025983 0.007121
25 30 108.087013 0.008037 0.008403
26 27 104.349883 0.025963 0.009879
26 31 108.010433 0.015674 0.012851
27 28 103.750155 0.025956 0.013435
27 32 105.460258 0.007668 0.008532
28 29 100.125248 0.025975 0.009539
28 33 109.821371 0.008025 0.012647
29 24 109.242333 0.025988 0.00702
29 34 106.64477 0.015675 0.005658
30 5 107.357247 0.019696 0.01055
30 31 105.986111 0.025988 0.009381
30 36 105.684307 0.000647 0.010268
31 32 100.123207 0.025974 0.014526
31 37 105.391017 0.013686 0.006506
32 33 108.358847 0.025956 0.012962
32 38 105.694332 0.013468 0.005282
33 34 107.984606 0.025964 0.011005
33 39 107.736779 0.000611 0.009621
34 35 103.737906 0.025983 0.014846
34 40 109.302076 0.013675 0.013666
35 30 107.697902 0.025989 0.005912
35 41 105.832051 0.013479 0.011439
36 5 108.018309 0.020237 0.012618
36 37 101.519782 0.025989 0.007057
36 47 104.640056 0.00768 0.014156
37 38 107.285372 0.025983 0.013192
37 42 101.49537 0.008037 0.006756
38 39 103.231847 0.025963 0.011281
38 43 101.129345 0.015674 0.006732
39 40 108.231799 0.025956 0.014207
39 44 104.306101 0.007668 0.007357
40 41 107.588577 0.025975 0.008247
40 45 104.802678 0.008025 0.009646
41 36 107.692994 0.025988 0.014399
41 46 106.410766 0.015675 0.01466
42 5 108.640411 0.02644 0.007468
42 43 108.118703 0.025988 0.008154
43 44 109.660899 0.025974 0.006676
44 45 105.272229 0.025956 0.013676
45 46 106.483025 0.025964 0.013402
46 47 108.781468 0.025983 0.005267
47 42 103.740881 0.025989 0.005526
