src des bd delay plr 
0 5 105.326381 0.025988 0.011244
0 1 101.784213 0.025989 0.011316
0 42 106.453455 0.003333 0.009989
0 11 101.063 0.004864 0.014048
1 2 106.969462 0.02598 0.013322
1 43 101.627047 0.014919 0.013253
1 6 100.947283 0.010517 0.008339
2 3 100.383726 0.02596 0.005018
2 44 107.838294 0.011636 0.008186
2 7 100.590537 0.015327 0.009467
3 4 100.775016 0.025958 0.012266
3 45 105.047694 0.003322 0.007116
3 8 100.495649 0.004853 0.008607
4 5 102.640356 0.025978 0.007085
4 46 109.82319 0.014912 0.007235
4 9 104.533444 0.010504 0.01291
5 47 102.201778 0.011649 0.010257
5 10 102.559381 0.015332 0.006997
6 5 107.295273 0.042872 0.006443
6 7 104.55022 0.025986 0.013229
6 12 104.17292 0.003333 0.006458
7 8 102.704387 0.02597 0.011202
7 13 104.916441 0.014919 0.014683
8 9 103.259274 0.025955 0.006036
8 14 108.380776 0.011636 0.009957
9 10 103.648331 0.025968 0.00673
9 15 101.016659 0.003322 0.014897
10 11 109.55337 0.025985 0.010962
10 16 106.001709 0.014912 0.007887
11 6 106.049778 0.025989 0.007676
11 17 106.481358 0.011649 0.011198
12 5 108.273323 0.041087 0.005549
12 13 104.212295 0.025989 0.008102
12 23 109.192099 0.004864 0.012715
13 14 103.940008 0.02598 0.008158
13 18 104.803688 0.010517 0.008383
14 15 107.637184 0.02596 0.00594
14 19 102.238704 0.015327 0.01077
15 16 102.073097 0.025958 0.009894
15 20 108.095254 0.004853 0.007313
16 17 105.99455 0.025978 0.010638
16 21 105.1425 0.010504 0.007672
17 12 106.390036 0.025988 0.008393
17 22 103.586935 0.015332 0.009101
18 5 104.423307 0.036826 0.01408
18 19 102.089809 0.025986 0.013675
18 24 106.290821 0.003333 0.009621
19 20 100.06227 0.02597 0.008179
19 25 102.059901 0.014919 0.010387
20 21 108.931789 0.025955 0.011657
20 26 105.367522 0.011636 0.011295
21 22 104.791969 0.025968 0.006771
21 27 100.579385 0.003322 0.006615
22 23 104.850021 0.025985 0.010876
22 28 105.624261 0.014912 0.005685
23 18 106.259589 0.025989 0.010028
23 29 105.832016 0.011649 0.013795
24 5 105.348667 0.035524 0.007012
24 25 102.548449 0.025989 0.013156
24 35 100.857426 0.004864 0.010815
25 26 103.335462 0.02598 0.011258
25 30 104.974933 0.010517 0.012735
26 27 101.404279 0.02596 0.012067
26 31 103.182758 0.015327 0.010889
27 28 106.925683 0.025958 0.009645
27 32 102.497153 0.004853 0.013623
28 29 100.233296 0.025978 0.007547
28 33 109.686 0.010504 0.008179
29 24 109.931004 0.025988 0.014488
29 34 104.120076 0.015332 0.010804
30 5 107.702352 0.013491 0.006113
30 31 102.255683 0.025986 0.01167
30 36 101.133354 0.003333 0.01135
31 32 108.984117 0.02597 0.006678
31 37 108.708454 0.014919 0.013875
32 33 106.336413 0.025955 0.009337
32 38 104.492599 0.011636 0.007172
33 34 105.806064 0.025968 0.008241
33 39 104.882011 0.003322 0.010844
34 35 109.415637 0.025985 0.012724
34 40 108.274169 0.014912 0.01072
35 30 109.647203 0.025989 0.011438
35 41 105.063642 0.011649 0.007647
36 5 106.336677 0.015787 0.008858
36 37 109.478076 0.025989 0.009722
36 47 107.065826 0.004864 0.00616
37 38 100.738707 0.02598 0.010095
37 42 109.289476 0.010517 0.010015
38 39 103.493454 0.02596 0.013757
38 43 106.437188 0.015327 0.014981
39 40 104.665641 0.025958 0.010382
39 44 107.466234 0.004853 0.006354
40 41 100.615047 0.025978 0.013101
40 45 104.04345 0.010504 0.010491
41 36 108.848077 0.025988 0.008185
41 46 107.693678 0.015332 0.011305
42 5 102.580059 0.025765 0.01475
42 43 107.59038 0.025986 0.009191
43 44 107.414962 0.02597 0.008307
44 45 104.598241 0.025955 0.008193
45 46 109.252397 0.025968 0.010987
46 47 100.769178 0.025985 0.006297
47 42 108.77556 0.025989 0.013069
