src des bd delay plr 
0 5 104.780906 0.025984 0.007764
0 1 107.767497 0.025989 0.008502
0 42 109.405597 0.007043 0.014637
0 11 108.07171 0.013096 0.009404
1 2 101.593093 0.025987 0.007041
1 43 109.081504 0.008648 0.009379
1 6 106.894231 0.001113 0.013349
2 3 107.684115 0.025973 0.007044
2 44 109.151734 0.015648 0.012078
2 7 102.225556 0.014023 0.005343
3 4 107.621365 0.025956 0.007075
3 45 106.067299 0.007031 0.009181
3 8 108.305603 0.013084 0.009514
4 5 105.489391 0.025965 0.013716
4 46 101.766547 0.008636 0.014124
4 9 107.1702 0.001092 0.00776
5 47 108.606715 0.015649 0.005767
5 10 106.305986 0.014014 0.010972
6 5 101.400991 0.044562 0.010202
6 7 107.284932 0.025989 0.01323
6 12 109.737656 0.007043 0.010365
7 8 105.338695 0.025982 0.007035
7 13 109.130347 0.008648 0.012412
8 9 102.17257 0.025962 0.005669
8 14 107.982724 0.015648 0.005862
9 10 108.592149 0.025957 0.008021
9 15 103.209551 0.007031 0.013948
10 11 102.939532 0.025976 0.00812
10 16 106.068218 0.008636 0.011936
11 6 108.408232 0.025988 0.014815
11 17 109.722858 0.015649 0.01157
12 5 106.926242 0.046856 0.012084
12 13 107.466288 0.025989 0.012021
12 23 103.428241 0.013096 0.012933
13 14 106.794357 0.025987 0.009276
13 18 107.492618 0.001113 0.009156
14 15 104.12975 0.025973 0.009791
14 19 108.715139 0.014023 0.006444
15 16 107.437323 0.025956 0.012911
15 20 107.165627 0.013084 0.010891
16 17 104.041541 0.025965 0.007995
16 21 108.981528 0.001092 0.009413
17 12 109.57859 0.025984 0.008207
17 22 100.145792 0.014014 0.00639
18 5 106.753667 0.047099 0.014195
18 19 100.410476 0.025989 0.008616
18 24 104.231103 0.007043 0.01008
19 20 109.668302 0.025982 0.012633
19 25 102.780051 0.008648 0.012106
20 21 100.148426 0.025962 0.005015
20 26 109.447981 0.015648 0.009419
21 22 103.506912 0.025957 0.01269
21 27 106.904372 0.007032 0.010627
22 23 102.696725 0.025976 0.005043
22 28 106.361185 0.008636 0.007641
23 18 109.066907 0.025988 0.013221
23 29 102.210254 0.015649 0.005274
24 5 102.918958 0.047711 0.008482
24 25 106.112179 0.025989 0.012856
24 35 100.84299 0.013096 0.009879
25 26 106.227291 0.025987 0.008333
25 30 105.063864 0.001113 0.014185
26 27 105.730019 0.025973 0.012504
26 31 107.815652 0.014023 0.013575
27 28 106.879993 0.025956 0.006186
27 32 101.276752 0.013084 0.007493
28 29 108.772552 0.025965 0.009927
28 33 103.635085 0.001092 0.014865
29 24 103.155333 0.025984 0.013682
29 34 102.556145 0.014014 0.012671
30 5 109.81285 0.032306 0.008358
30 31 107.25703 0.025989 0.007003
30 36 103.624519 0.007043 0.007541
31 32 108.420991 0.025982 0.00623
31 37 100.721108 0.008648 0.014109
32 33 103.14094 0.025962 0.013089
32 38 105.774537 0.015648 0.010392
33 34 107.714883 0.025957 0.010351
33 39 102.034384 0.007031 0.010803
34 35 100.220103 0.025976 0.009986
34 40 106.286561 0.008636 0.007492
35 30 106.598737 0.025988 0.009479
35 41 104.551331 0.015649 0.010516
36 5 102.557119 0.027496 0.005563
36 37 107.524655 0.025989 0.010194
36 47 107.384836 0.013096 0.006853
37 38 106.686982 0.025987 0.010245
37 42 109.78249 0.001113 0.006709
38 39 107.301963 0.025973 0.005376
38 43 101.758221 0.014023 0.005396
39 40 108.781277 0.025956 0.01138
39 44 104.131659 0.013084 0.014294
40 41 106.301661 0.025965 0.007905
40 45 108.830877 0.001092 0.012733
41 36 104.254555 0.025984 0.012368
41 46 103.146586 0.014014 0.008446
42 5 107.346525 0.028481 0.008514
42 43 104.033187 0.025989 0.008654
43 44 109.295022 0.025982 0.007031
44 45 100.810735 0.025962 0.005007
45 46 109.665013 0.025957 0.007208
46 47 109.009447 0.025976 0.007272
47 42 105.787738 0.025988 0.00547
