src des bd delay plr 
0 5 100.504808 0.025975 0.009523
0 1 107.708837 0.025988 0.010937
0 42 106.207557 0.013364 0.014306
0 11 108.330484 0.01567 0.01158
1 2 109.723334 0.025989 0.013636
1 43 103.658549 0.000749 0.009603
1 6 109.559629 0.007485 0.007151
2 3 105.667167 0.025983 0.010237
2 44 105.63315 0.013793 0.008863
2 7 106.209976 0.008228 0.014405
3 4 106.234276 0.025963 0.010345
3 45 107.514396 0.013353 0.007683
3 8 105.14064 0.01567 0.011072
4 5 100.845027 0.025956 0.007272
4 46 100.891738 0.000718 0.009233
4 9 109.481565 0.007473 0.006354
5 47 101.751214 0.013783 0.01083
5 10 106.500973 0.008215 0.008254
6 5 108.958895 0.045385 0.009924
6 7 104.678529 0.025989 0.010628
6 12 107.102012 0.013364 0.008863
7 8 109.987187 0.025987 0.00726
7 13 102.216505 0.000749 0.006693
8 9 102.345819 0.025974 0.010663
8 14 107.154682 0.013793 0.011604
9 10 102.313679 0.025956 0.006674
9 15 106.283569 0.013353 0.011248
10 11 105.258436 0.025964 0.013381
10 16 101.062499 0.000718 0.008607
11 6 108.215849 0.025984 0.01423
11 17 106.040214 0.013783 0.014656
12 5 106.115049 0.047262 0.012999
12 13 100.791917 0.025988 0.014949
12 23 102.237438 0.01567 0.011617
13 14 105.200482 0.025989 0.010364
13 18 105.796032 0.007485 0.012729
14 15 104.743844 0.025983 0.008623
14 19 105.019601 0.008228 0.010924
15 16 109.879071 0.025963 0.01015
15 20 104.498711 0.01567 0.010541
16 17 104.778351 0.025956 0.014165
16 21 108.158015 0.007473 0.012649
17 12 107.487493 0.025975 0.012864
17 22 100.307487 0.008215 0.007368
18 5 106.762904 0.051488 0.010466
18 19 104.876218 0.025989 0.010347
18 24 107.19561 0.013364 0.013443
19 20 100.977829 0.025987 0.013758
19 25 102.170932 0.000749 0.00832
20 21 108.975826 0.025974 0.014236
20 26 101.398305 0.013793 0.012334
21 22 107.274986 0.025956 0.012711
21 27 102.374486 0.013353 0.014833
22 23 104.151612 0.025964 0.005531
22 28 106.623763 0.000718 0.006111
23 18 103.175538 0.025984 0.012924
23 29 100.1067 0.013783 0.005659
24 5 107.451608 0.048505 0.00951
24 25 104.510065 0.025988 0.009916
24 35 106.348466 0.01567 0.012214
25 26 102.057543 0.025989 0.011587
25 30 100.609325 0.007485 0.014598
26 27 103.754619 0.025983 0.006457
26 31 104.433001 0.008228 0.009208
27 28 105.505667 0.025963 0.005658
27 32 109.865932 0.01567 0.014804
28 29 106.301848 0.025956 0.008023
28 33 108.64012 0.007473 0.013061
29 24 104.498545 0.025975 0.011209
29 34 100.655991 0.008215 0.007658
30 5 105.443713 0.038414 0.009443
30 31 107.143747 0.025989 0.013711
30 36 106.230309 0.013364 0.010347
31 32 106.844155 0.025987 0.010206
31 37 108.895931 0.000749 0.010226
32 33 105.107966 0.025974 0.014422
32 38 101.686226 0.013793 0.007643
33 34 101.95416 0.025956 0.007842
33 39 109.516472 0.013353 0.009044
34 35 106.845181 0.025964 0.006318
34 40 101.612719 0.000718 0.010831
35 30 102.484045 0.025984 0.007614
35 41 107.356318 0.013783 0.007065
36 5 106.766792 0.028174 0.005135
36 37 105.745875 0.025988 0.010861
36 47 103.76931 0.01567 0.009605
37 38 101.59783 0.025989 0.014476
37 42 107.852648 0.007485 0.012913
38 39 106.125886 0.025983 0.013474
38 43 105.874234 0.008228 0.005304
39 40 102.508357 0.025963 0.012376
39 44 109.755619 0.01567 0.012962
40 41 102.573501 0.025956 0.007317
40 45 108.659824 0.007473 0.005912
41 36 105.923503 0.025975 0.012107
41 46 104.363245 0.008215 0.008027
42 5 104.279611 0.02974 0.006774
42 43 100.905875 0.025989 0.00598
43 44 101.584121 0.025987 0.007454
44 45 101.469005 0.025974 0.005784
45 46 102.588807 0.025956 0.012998
46 47 105.651682 0.025964 0.007138
47 42 104.860608 0.025984 0.010814
