src des bd delay plr 
0 5 100.704692 0.025981 0.008219
0 1 109.248452 0.025989 0.012009
0 42 108.597301 0.009477 0.005446
0 11 108.550952 0.014448 0.012714
1 2 106.447316 0.025988 0.008737
1 43 103.23312 0.006123 0.010281
1 6 101.12246 0.002037 0.010339
2 3 106.274788 0.025977 0.011943
2 44 103.102307 0.015557 0.005062
2 7 101.667319 0.012509 0.013377
3 4 102.512622 0.025957 0.009894
3 45 106.102392 0.009464 0.00816
3 8 106.145944 0.01444 0.008466
4 5 105.623265 0.025961 0.005858
4 46 104.347553 0.006112 0.010477
4 9 107.676194 0.002024 0.005149
5 47 101.341298 0.015554 0.011758
5 10 108.807102 0.012497 0.010097
6 5 104.119746 0.044978 0.014002
6 7 108.177784 0.025989 0.009691
6 12 103.639109 0.009477 0.008046
7 8 102.816433 0.025985 0.011999
7 13 105.167567 0.006123 0.006121
8 9 105.356686 0.025966 0.006209
8 14 102.225063 0.015557 0.007429
9 10 104.750188 0.025955 0.005224
9 15 100.047655 0.009464 0.011671
10 11 108.147262 0.025972 0.007103
10 16 101.279032 0.006112 0.011713
11 6 109.327262 0.025987 0.012499
11 17 108.169978 0.015554 0.011842
12 5 101.622917 0.047574 0.006778
12 13 101.290667 0.025989 0.007003
12 23 109.736155 0.014448 0.013047
13 14 105.786152 0.025988 0.009933
13 18 105.226283 0.002037 0.00995
14 15 105.167224 0.025977 0.014949
14 19 101.682286 0.012509 0.006414
15 16 105.144051 0.025957 0.009791
15 20 105.531484 0.01444 0.014917
16 17 100.139231 0.025961 0.00644
16 21 102.468077 0.002024 0.008653
17 12 107.330926 0.025981 0.008744
17 22 106.728556 0.012497 0.014257
18 5 100.747773 0.049353 0.006553
18 19 109.423184 0.025989 0.013876
18 24 104.959137 0.009477 0.009239
19 20 105.496064 0.025985 0.011732
19 25 100.090146 0.006123 0.013109
20 21 106.380057 0.025966 0.005595
20 26 107.867134 0.015557 0.007244
21 22 107.397009 0.025955 0.005315
21 27 109.005908 0.009464 0.005751
22 23 102.980711 0.025972 0.014693
22 28 103.176906 0.006112 0.01187
23 18 103.389805 0.025987 0.008131
23 29 103.330836 0.015554 0.012618
24 5 100.247938 0.04911 0.010096
24 25 106.932336 0.025989 0.009052
24 35 107.370369 0.014448 0.009456
25 26 109.090759 0.025988 0.00701
25 30 109.184321 0.002037 0.014031
26 27 104.175052 0.025977 0.007472
26 31 109.353496 0.012509 0.007854
27 28 102.73603 0.025957 0.00704
27 32 104.215406 0.01444 0.014667
28 29 109.270705 0.025961 0.005741
28 33 104.298528 0.002024 0.01293
29 24 108.519287 0.025981 0.010196
29 34 101.835386 0.012497 0.013401
30 5 109.237194 0.035509 0.0098
30 31 107.484099 0.025989 0.014517
30 36 108.73902 0.009477 0.00756
31 32 100.45609 0.025985 0.014327
31 37 102.128011 0.006123 0.005909
32 33 101.901419 0.025966 0.011274
32 38 102.563831 0.015557 0.007677
33 34 107.012264 0.025955 0.013823
33 39 106.897294 0.009464 0.00532
34 35 103.767404 0.025972 0.00683
34 40 104.97887 0.006112 0.009533
35 30 100.248388 0.025987 0.008536
35 41 101.734658 0.015554 0.010193
36 5 102.941259 0.028698 0.012468
36 37 108.801499 0.025989 0.006141
36 47 105.242107 0.014448 0.013889
37 38 100.047619 0.025988 0.010053
37 42 109.728475 0.002037 0.014048
38 39 104.098865 0.025977 0.012774
38 43 107.786518 0.012509 0.014641
39 40 103.308424 0.025957 0.011211
39 44 100.343119 0.01444 0.009403
40 41 104.302608 0.025961 0.013719
40 45 109.94953 0.002024 0.005105
41 36 103.597473 0.025981 0.005711
41 46 105.753046 0.012497 0.011084
42 5 104.726239 0.029123 0.010712
42 43 103.951475 0.025989 0.014495
43 44 101.161689 0.025985 0.012354
44 45 108.315068 0.025966 0.012882
45 46 101.502906 0.025955 0.010032
46 47 106.311887 0.025972 0.008725
47 42 107.989724 0.025987 0.006084
