src des bd delay plr 
0 5 104.474666 0.025982 0.012595
0 1 101.202359 0.025989 0.007971
0 42 104.248385 0.009362 0.012862
0 11 109.842643 0.014392 0.013926
1 2 101.524078 0.025988 0.01016
1 43 104.154591 0.006255 0.007481
1 6 109.043662 0.001902 0.00976
2 3 103.847329 0.025977 0.005335
2 44 107.096998 0.015574 0.012744
2 7 103.426842 0.012595 0.011055
3 4 106.983193 0.025957 0.006469
3 45 106.876401 0.009349 0.011005
3 8 109.23521 0.014383 0.014056
4 5 102.895863 0.025961 0.009678
4 46 105.102644 0.006243 0.011985
4 9 106.37739 0.001887 0.009941
5 47 101.000715 0.015571 0.007012
5 10 105.989179 0.012583 0.01272
6 5 103.353818 0.04496 0.010737
6 7 105.896782 0.025989 0.006004
6 12 106.903324 0.009362 0.005262
7 8 101.580296 0.025985 0.005519
7 13 101.206194 0.006255 0.006778
8 9 108.577896 0.025966 0.006773
8 14 101.493151 0.015574 0.006376
9 10 106.978094 0.025955 0.008623
9 15 100.577068 0.009349 0.008066
10 11 108.823095 0.025972 0.005463
10 16 108.393522 0.006243 0.00679
11 6 104.530749 0.025987 0.011131
11 17 102.731168 0.015571 0.008221
12 5 107.0437 0.047551 0.012912
12 13 106.850728 0.025989 0.014149
12 23 108.336435 0.014392 0.009704
13 14 102.026993 0.025988 0.01251
13 18 106.786639 0.001902 0.005322
14 15 100.627663 0.025977 0.011125
14 19 109.033466 0.012595 0.013776
15 16 108.604745 0.025957 0.006453
15 20 100.627405 0.014383 0.006062
16 17 107.277145 0.025961 0.014718
16 21 108.603565 0.001887 0.007018
17 12 105.825245 0.025982 0.006001
17 22 105.053945 0.012583 0.009336
18 5 104.395353 0.049257 0.014753
18 19 107.047399 0.025989 0.006376
18 24 100.68661 0.009362 0.009791
19 20 105.648933 0.025985 0.007082
19 25 109.493634 0.006255 0.011345
20 21 109.007282 0.025966 0.005222
20 26 107.731652 0.015574 0.006932
21 22 107.252446 0.025955 0.014942
21 27 106.693791 0.009349 0.008676
22 23 103.996608 0.025972 0.010939
22 28 109.272134 0.006243 0.007415
23 18 104.30596 0.025987 0.008925
23 29 105.615977 0.015571 0.014049
24 5 107.045891 0.049066 0.010107
24 25 103.272151 0.025989 0.008899
24 35 106.262364 0.014392 0.010464
25 26 103.968788 0.025988 0.011022
25 30 103.21655 0.001902 0.0119
26 27 105.728079 0.025977 0.008719
26 31 109.720848 0.012595 0.009198
27 28 104.420565 0.025957 0.0078
27 32 103.582627 0.014383 0.012862
28 29 103.139142 0.025961 0.006917
28 33 106.078181 0.001887 0.009503
29 24 104.002325 0.025982 0.005926
29 34 104.003782 0.012583 0.008113
30 5 103.412496 0.035375 0.008824
30 31 106.209006 0.025989 0.00579
30 36 100.476793 0.009362 0.005854
31 32 100.664875 0.025985 0.013451
31 37 108.586941 0.006255 0.006997
32 33 101.319859 0.025966 0.00767
32 38 102.518747 0.015574 0.011022
33 34 100.735226 0.025955 0.014136
33 39 108.074172 0.009349 0.013608
34 35 105.610833 0.025972 0.006628
34 40 103.273963 0.006243 0.005083
35 30 105.135219 0.025987 0.014157
35 41 108.068046 0.015571 0.005032
36 5 108.78165 0.028661 0.008232
36 37 101.562018 0.025989 0.008482
36 47 100.344351 0.014392 0.006894
37 38 107.881051 0.025988 0.005454
37 42 105.566934 0.001902 0.009823
38 39 105.962788 0.025977 0.005864
38 43 102.905932 0.012595 0.006634
39 40 106.052196 0.025957 0.005413
39 44 101.444544 0.014383 0.011522
40 41 103.335578 0.025961 0.011589
40 45 104.876192 0.001887 0.005277
41 36 100.136007 0.025982 0.006165
41 46 104.955536 0.012583 0.013455
42 5 105.914899 0.029096 0.005487
42 43 100.057985 0.025989 0.013749
43 44 100.662489 0.025985 0.01021
44 45 105.445353 0.025966 0.014801
45 46 105.428129 0.025955 0.009009
46 47 103.158494 0.025972 0.013187
47 42 101.399079 0.025987 0.006501
