src des bd delay plr 
0 5 106.481914 0.025978 0.005181
0 1 108.669422 0.025988 0.0094
0 42 109.703704 0.011835 0.011566
0 11 109.269046 0.015388 0.014655
1 2 102.427319 0.025989 0.011233
1 43 103.911592 0.003063 0.005797
1 6 103.523694 0.005128 0.005498
2 3 106.30503 0.02598 0.005104
2 44 106.195108 0.01483 0.00577
2 7 107.530086 0.010307 0.010152
3 4 109.574156 0.02596 0.014669
3 45 107.22154 0.011822 0.011521
3 8 101.277043 0.015384 0.01109
4 5 108.272846 0.025958 0.007143
4 46 108.632862 0.003052 0.005599
4 9 106.306055 0.005117 0.009054
5 47 108.635582 0.014823 0.010577
5 10 105.885431 0.010294 0.010958
6 5 100.119685 0.045288 0.012443
6 7 103.841783 0.025989 0.01318
6 12 104.686686 0.011835 0.012018
7 8 105.643921 0.025986 0.011292
7 13 102.838117 0.003063 0.013695
8 9 102.867653 0.02597 0.011726
8 14 102.151378 0.01483 0.010351
9 10 104.625125 0.025955 0.009426
9 15 106.071417 0.011822 0.006217
10 11 103.017517 0.025967 0.009821
10 16 104.749658 0.003052 0.014583
11 6 103.212003 0.025985 0.014191
11 17 109.241077 0.014823 0.012339
12 5 109.832293 0.047696 0.013662
12 13 104.906478 0.025988 0.009047
12 23 102.149685 0.015388 0.00703
13 14 104.224324 0.025989 0.014079
13 18 101.787885 0.005128 0.013718
14 15 104.130598 0.02598 0.012615
14 19 100.560373 0.010307 0.007078
15 16 102.825728 0.02596 0.014457
15 20 109.970294 0.015384 0.012065
16 17 109.255961 0.025958 0.011915
16 21 109.406182 0.005117 0.01387
17 12 108.748488 0.025978 0.010498
17 22 105.54888 0.010294 0.012082
18 5 101.691579 0.050986 0.009898
18 19 103.290158 0.025989 0.006702
18 24 108.627538 0.011835 0.006578
19 20 103.020639 0.025986 0.006902
19 25 106.097386 0.003063 0.007705
20 21 109.187971 0.02597 0.013717
20 26 101.582924 0.01483 0.00875
21 22 107.483209 0.025955 0.011868
21 27 101.466732 0.011822 0.006429
22 23 105.279415 0.025967 0.011543
22 28 102.119187 0.003052 0.006877
23 18 109.82424 0.025985 0.009801
23 29 109.932504 0.014823 0.01341
24 5 105.262032 0.049348 0.00635
24 25 105.963292 0.025988 0.014291
24 35 100.639438 0.015388 0.012809
25 26 101.391467 0.025989 0.008516
25 30 101.848749 0.005128 0.007554
26 27 101.615858 0.02598 0.010746
26 31 101.550824 0.010307 0.009655
27 28 105.903576 0.02596 0.009831
27 32 107.188144 0.015384 0.005167
28 29 104.423159 0.025958 0.008526
28 33 103.189347 0.005117 0.012299
29 24 106.377669 0.025978 0.013215
29 34 101.981553 0.010294 0.014129
30 5 106.429366 0.037742 0.012311
30 31 100.157593 0.025989 0.007415
30 36 105.993448 0.011835 0.013267
31 32 106.587645 0.025986 0.007089
31 37 101.549526 0.003063 0.006184
32 33 108.980846 0.02597 0.008694
32 38 104.633232 0.01483 0.006419
33 34 106.437194 0.025955 0.011563
33 39 105.567424 0.011822 0.008543
34 35 107.200383 0.025967 0.006205
34 40 102.754417 0.003052 0.012829
35 30 109.005895 0.025985 0.008247
35 41 107.222765 0.014823 0.010547
36 5 100.840956 0.028899 0.01439
36 37 101.931611 0.025988 0.011174
36 47 103.589471 0.015388 0.007173
37 38 101.971504 0.025989 0.01187
37 42 109.283072 0.005128 0.013799
38 39 106.284365 0.02598 0.01026
38 43 103.414419 0.010307 0.013847
39 40 105.230923 0.02596 0.013373
39 44 107.167913 0.015384 0.013368
40 41 104.047934 0.025958 0.005758
40 45 107.261889 0.005117 0.008961
41 36 103.075298 0.025978 0.012817
41 46 107.167092 0.010294 0.00725
42 5 100.638101 0.029596 0.014097
42 43 109.107215 0.025989 0.005819
43 44 104.239792 0.025986 0.007972
44 45 100.153191 0.02597 0.010101
45 46 100.173295 0.025955 0.007593
46 47 105.636016 0.025967 0.008712
47 42 106.645051 0.025985 0.010457
