src des bd delay plr 
0 5 106.3732 0.025971 0.005933
0 1 106.252978 0.025987 0.005242
0 42 104.270297 0.01476 0.005165
0 11 104.919925 0.015423 0.008398
1 2 102.449442 0.025989 0.013371
1 43 109.107335 0.002859 0.01419
1 6 104.16923 0.010147 0.012479
2 3 105.641732 0.025985 0.010942
2 44 106.453581 0.011973 0.012852
2 7 109.22834 0.005327 0.009506
3 4 108.810486 0.025967 0.013248
3 45 108.951834 0.014752 0.009546
3 8 103.621039 0.015427 0.010495
4 5 103.031476 0.025955 0.008604
4 46 106.899883 0.002848 0.010405
4 9 105.74925 0.010134 0.008204
5 47 105.129239 0.01196 0.012518
5 10 104.646093 0.005316 0.008991
6 5 109.986231 0.045299 0.008687
6 7 100.592229 0.025989 0.011311
6 12 101.964359 0.01476 0.007196
7 8 100.22205 0.025988 0.005649
7 13 104.628924 0.002859 0.012778
8 9 105.934751 0.025978 0.005536
8 14 106.607802 0.011973 0.014205
9 10 101.515127 0.025958 0.009015
9 15 102.288821 0.014752 0.011845
10 11 109.04807 0.02596 0.01037
10 16 107.730094 0.002848 0.009859
11 6 104.467234 0.025981 0.01017
11 17 100.72409 0.01196 0.013701
12 5 103.447904 0.04611 0.014156
12 13 106.286967 0.025987 0.006509
12 23 107.629803 0.015423 0.010786
13 14 103.356128 0.025989 0.012346
13 18 103.669272 0.010147 0.008738
14 15 107.933856 0.025985 0.00928
14 19 104.478425 0.005327 0.011896
15 16 109.526253 0.025967 0.009793
15 20 102.432381 0.015427 0.013009
16 17 100.128275 0.025955 0.0105
16 21 103.33074 0.010134 0.012568
17 12 109.955283 0.025971 0.009612
17 22 101.569185 0.005316 0.013874
18 5 109.368042 0.051056 0.011843
18 19 106.335412 0.025989 0.011323
18 24 101.049966 0.01476 0.009053
19 20 100.300137 0.025988 0.013292
19 25 100.450683 0.002859 0.007062
20 21 103.642133 0.025978 0.010484
20 26 107.795286 0.011973 0.008353
21 22 109.088401 0.025958 0.011486
21 27 107.570551 0.014752 0.005776
22 23 108.683105 0.02596 0.007797
22 28 101.658737 0.002847 0.007816
23 18 105.751545 0.025981 0.009928
23 29 105.138299 0.01196 0.014335
24 5 103.697664 0.046237 0.010536
24 25 108.699693 0.025987 0.012659
24 35 101.273057 0.015423 0.007967
25 26 104.622649 0.025989 0.012431
25 30 104.563544 0.010147 0.014261
26 27 102.395301 0.025985 0.010015
26 31 102.902316 0.005327 0.012934
27 28 100.532163 0.025967 0.008718
27 32 109.569921 0.015427 0.013875
28 29 105.762862 0.025955 0.014814
28 33 104.890513 0.010134 0.010663
29 24 105.431588 0.025971 0.009562
29 34 100.194571 0.005316 0.005339
30 5 101.530774 0.03783 0.011635
30 31 106.95205 0.025989 0.013778
30 36 105.122113 0.01476 0.014193
31 32 105.838658 0.025988 0.007597
31 37 100.683049 0.002859 0.006445
32 33 104.678123 0.025978 0.014897
32 38 104.874566 0.011973 0.005051
33 34 102.978493 0.025958 0.009586
33 39 108.820279 0.014752 0.010119
34 35 102.873814 0.02596 0.011508
34 40 100.625729 0.002848 0.010722
35 30 108.40451 0.025981 0.006344
35 41 102.612103 0.01196 0.012639
36 5 104.831778 0.026196 0.008844
36 37 100.827419 0.025987 0.014344
36 47 104.47165 0.015423 0.012819
37 38 100.828797 0.025989 0.006395
37 42 105.275566 0.010147 0.011169
38 39 100.92107 0.025985 0.010843
38 43 102.51384 0.005327 0.014961
39 40 106.221081 0.025967 0.0073
39 44 108.081261 0.015427 0.013004
40 41 103.980566 0.025955 0.014836
40 45 107.006236 0.010134 0.01329
41 36 101.777427 0.025971 0.009527
41 46 109.045754 0.005316 0.009458
42 5 104.097851 0.029605 0.008896
42 43 108.215924 0.025989 0.009884
43 44 109.668263 0.025988 0.007406
44 45 101.594536 0.025978 0.012056
45 46 109.917408 0.025958 0.01142
46 47 101.278652 0.02596 0.009223
47 42 108.783529 0.025981 0.014997
