src des bd delay plr 
0 5 102.036454 0.02598 0.014738
0 1 103.936917 0.025989 0.012268
0 42 104.031573 0.010367 0.011096
0 11 107.585097 0.014856 0.014018
1 2 106.431479 0.025988 0.00725
1 43 101.842544 0.005054 0.008649
1 6 103.343608 0.003139 0.013201
2 3 100.867084 0.025978 0.014
2 44 101.474318 0.015373 0.008274
2 7 107.14586 0.011783 0.009658
3 4 103.402631 0.025958 0.006755
3 45 105.418216 0.010354 0.014076
3 8 103.294329 0.014848 0.008653
4 5 109.441012 0.02596 0.010363
4 46 101.217488 0.005043 0.012085
4 9 101.361639 0.003128 0.009828
5 47 102.730791 0.015368 0.014452
5 10 102.327089 0.01177 0.005727
6 5 108.008221 0.04511 0.00584
6 7 108.262638 0.025989 0.011748
6 12 103.800438 0.010367 0.007392
7 8 106.390937 0.025985 0.010313
7 13 101.885647 0.005054 0.006629
8 9 109.686682 0.025968 0.007831
8 14 107.161515 0.015373 0.011167
9 10 108.242778 0.025955 0.012742
9 15 102.68129 0.010354 0.014224
10 11 103.788459 0.02597 0.013946
10 16 108.591618 0.005043 0.006547
11 6 100.865553 0.025986 0.012149
11 17 109.532742 0.015368 0.008648
12 5 106.370031 0.047703 0.013737
12 13 105.708446 0.025989 0.012625
12 23 109.898628 0.014856 0.013716
13 14 109.800401 0.025988 0.014121
13 18 103.475058 0.003139 0.005539
14 15 103.088469 0.025978 0.013809
14 19 107.130392 0.011783 0.005773
15 16 108.807594 0.025958 0.007554
15 20 106.897922 0.014848 0.007255
16 17 108.759739 0.02596 0.008081
16 21 101.333389 0.003128 0.013065
17 12 103.616278 0.02598 0.011266
17 22 100.194198 0.01177 0.011589
18 5 105.852945 0.050054 0.009325
18 19 100.358768 0.025989 0.012849
18 24 107.456258 0.010367 0.006957
19 20 106.271648 0.025985 0.012316
19 25 106.475449 0.005054 0.014181
20 21 108.591261 0.025968 0.01469
20 26 109.829584 0.015373 0.013645
21 22 109.158724 0.025955 0.008301
21 27 108.731221 0.010354 0.006951
22 23 103.234088 0.02597 0.014236
22 28 108.452655 0.005043 0.006937
23 18 102.163965 0.025986 0.010319
23 29 100.905615 0.015368 0.011025
24 5 109.012855 0.04936 0.011357
24 25 103.245094 0.025989 0.012705
24 35 101.130252 0.014856 0.010309
25 26 109.662399 0.025988 0.014994
25 30 106.257547 0.003139 0.01418
26 27 101.522111 0.025978 0.01149
26 31 107.012692 0.011783 0.007264
27 28 103.491543 0.025958 0.012123
27 32 109.647469 0.014848 0.00784
28 29 101.229185 0.02596 0.008472
28 33 102.253354 0.003128 0.011593
29 24 107.958063 0.02598 0.010543
29 34 105.832242 0.01177 0.006104
30 5 105.602466 0.036475 0.012981
30 31 109.431953 0.025989 0.008938
30 36 101.940039 0.010367 0.008418
31 32 108.235903 0.025985 0.012717
31 37 105.302251 0.005054 0.005637
32 33 103.138288 0.025968 0.0078
32 38 109.855723 0.015373 0.011105
33 34 103.774546 0.025955 0.006655
33 39 106.071871 0.010354 0.012703
34 35 102.171202 0.02597 0.005317
34 40 102.443917 0.005043 0.008805
35 30 101.739132 0.025986 0.013711
35 41 100.319602 0.015368 0.010356
36 5 102.885337 0.028911 0.014166
36 37 106.725923 0.025989 0.007459
36 47 102.902472 0.014856 0.01289
37 38 101.095881 0.025988 0.009435
37 42 108.443816 0.003139 0.005566
38 39 106.450788 0.025978 0.013184
38 43 104.082043 0.011783 0.011739
39 40 100.292587 0.025958 0.014579
39 44 103.454063 0.014848 0.009864
40 41 100.166298 0.02596 0.01077
40 45 102.619126 0.003128 0.006579
41 36 102.747824 0.02598 0.012694
41 46 104.875963 0.01177 0.007765
42 5 104.67932 0.029326 0.006346
42 43 101.635628 0.025989 0.007574
43 44 106.554885 0.025985 0.008766
44 45 106.60122 0.025968 0.013911
45 46 101.383353 0.025955 0.014986
46 47 105.978093 0.02597 0.013978
47 42 100.118632 0.025986 0.006947
